i,j,t,r
20,17,9,67
21,7,0,147
21,7,1,142
21,7,2,160
21,7,3,90
21,7,4,150
21,7,5,132
21,7,6,148
21,7,7,96
21,7,8,87
21,7,9,117
22,2,0,317
22,2,1,319
22,2,2,300
22,2,3,350
22,2,4,369
22,2,5,323
22,2,6,280
22,2,7,292
22,2,8,356
22,2,9,346
22,3,0,182
22,3,1,152
22,3,2,158
22,3,3,97
22,3,4,163
22,3,5,142
22,3,6,122
22,3,7,133
22,3,8,127
22,3,9,129
22,5,0,62
22,5,1,96
22,5,2,91
22,5,3,74
22,5,4,110
22,5,5,94
22,5,6,107
22,5,7,113
22,5,8,127
22,5,9,97
22,13,0,203
22,13,1,110
22,13,2,172
22,13,3,177
22,13,4,137
22,13,5,184
22,13,6,200
22,13,7,111
22,13,8,128
22,13,9,125
22,18,0,92
22,18,1,174
22,18,2,97
22,18,3,153
22,18,4,97
22,18,5,159
22,18,6,179
22,18,7,123
22,18,8,107
22,18,9,169
23,5,0,78
23,5,1,91
23,5,2,134
23,5,3,110
23,5,4,109
23,5,5,75
23,5,6,74
23,5,7,137
23,5,8,64
23,5,9,130
23,8,0,62
23,8,1,48
23,8,2,79
23,8,3,49
23,8,4,99
23,8,5,59
23,8,6,86
23,8,7,92
23,8,8,106
23,8,9,85
23,16,0,106
23,16,1,139
23,16,2,176
23,16,3,187
23,16,4,119
23,16,5,191
23,16,6,153
23,16,7,174
23,16,8,163
23,16,9,134
23,17,0,104
23,17,1,58
23,17,2,60
23,17,3,89
23,17,4,94
23,17,5,42
23,17,6,113
23,17,7,97
23,17,8,55
23,17,9,27
23,18,0,113
23,18,1,128
23,18,2,46
23,18,3,68
23,18,4,128
23,18,5,83
23,18,6,52
23,18,7,87
23,18,8,79
23,18,9,82
23,24,0,77
23,24,1,78
23,24,2,69
23,24,3,69
23,24,4,112
23,24,5,122
23,24,6,100
23,24,7,68
23,24,8,94
23,24,9,41
24,14,0,133
24,14,1,60
24,14,2,138
24,14,3,155
24,14,4,73
24,14,5,86
24,14,6,109
24,14,7,139
24,14,8,148
24,14,9,65
24,17,0,98
24,17,1,97
24,17,2,84
24,17,3,74
24,17,4,48
24,17,5,90
24,17,6,83
24,17,7,103
24,17,8,78
24,17,9,105
24,18,0,61
24,18,1,75
24,18,2,77
24,18,3,90
24,18,4,61
24,18,5,125
24,18,6,102
24,18,7,115
24,18,8,33
24,18,9,94
24,23,0,87
24,23,1,33
24,23,2,105
24,23,3,60
24,23,4,60
24,23,5,124
24,23,6,79
24,23,7,41
24,23,8,43
24,23,9,90
