i,j,t,r
15,14,0,32
15,14,1,83
15,14,2,108
15,14,3,92
15,24,0,64
15,24,1,106
15,24,2,83
15,24,3,17
15,30,0,64
15,30,1,77
15,30,2,68
15,30,3,48
16,10,0,34
16,10,1,58
16,10,2,16
16,10,3,64
16,28,0,17.75
16,28,1,86.75
16,28,2,37.75
16,28,3,77.75
16,52,0,38
16,52,1,28
16,52,2,92
16,52,3,44
17,18,0,4.285714
17,18,1,81.28571
17,18,2,101.2857
17,18,3,10.28571
17,66,0,41
17,66,1,77
17,66,2,77
17,66,3,92
17,67,0,84
17,67,1,84
17,67,2,32
17,67,3,67
17,81,0,99
17,81,1,73
17,81,2,78
17,81,3,29
17,82,0,102
17,82,1,70
17,82,2,44
17,82,3,51
17,84,0,90
17,84,1,84
17,84,2,91
17,84,3,67
17,85,0,16.28571
17,85,1,79.28571
17,85,2,31.28571
17,85,3,78.28571
18,17,0,5.285714
18,17,1,23.28571
18,17,2,47.28571
18,17,3,11.28571
18,69,0,74
18,69,1,56
18,69,2,61
18,69,3,62
18,80,0,105
18,80,1,30
18,80,2,59
18,80,3,98
18,81,0,87
18,81,1,18
18,81,2,19
18,81,3,75
18,82,0,44
18,82,1,57
18,82,2,88
18,82,3,14
19,6,0,89
19,6,1,55
19,6,2,38
19,6,3,55
19,8,0,11
19,8,1,49
19,8,2,71
19,8,3,80
19,76,0,26
19,76,1,75
19,76,2,52
19,76,3,57
19,79,0,10
19,79,1,90
19,79,2,67
19,79,3,64
20,64,0,58
20,64,1,92
20,64,2,40
20,64,3,15
20,73,0,87
20,73,1,22
20,73,2,55
20,73,3,68
20,88,0,66
20,88,1,103
20,88,2,41
20,88,3,59
21,11,0,90
21,11,1,46
21,11,2,76
21,11,3,78
21,12,0,86.75
21,12,1,8.75
21,12,2,57.75
21,12,3,32.75
21,29,0,50
21,29,1,34
21,29,2,16
21,29,3,14
21,33,0,90
21,33,1,88
21,33,2,104
21,33,3,63
21,59,0,87
21,59,1,18
21,59,2,27
21,59,3,68
22,25,0,69
22,25,1,66
22,25,2,39
22,25,3,62
22,28,0,103
22,28,1,31
22,28,2,70
22,28,3,100
23,7,0,67
23,7,1,42
23,7,2,90
23,7,3,84
23,64,0,83
23,64,1,95
23,64,2,35
23,64,3,63
23,75,0,52
23,75,1,19
23,75,2,78
23,75,3,68
23,93,0,55.75
23,93,1,71.75
23,93,2,45.75
23,93,3,49.75
24,15,0,22
24,15,1,26
24,15,2,79
24,15,3,39
24,49,0,36
24,49,1,16
24,49,2,89
24,49,3,104
25,22,0,51
25,22,1,87
25,22,2,24
25,22,3,43
26,14,0,11
26,14,1,35
26,14,2,95
26,14,3,102
26,30,0,100
26,30,1,12
26,30,2,54
26,30,3,26
26,34,0,31
26,34,1,12
26,34,2,87
26,34,3,74
27,14,0,49
27,14,1,49
27,14,2,65
27,14,3,102
27,34,0,22
27,34,1,26
27,34,2,26
27,34,3,80
27,36,0,51
27,36,1,21
27,36,2,76
27,36,3,14
27,56,0,17
27,56,1,11
27,56,2,19
27,56,3,37
28,12,0,20
28,12,1,31
28,12,2,40
28,12,3,65
28,16,0,75
28,16,1,97
28,16,2,40
28,16,3,90
28,22,0,98
28,22,1,33
28,22,2,15
28,22,3,49
28,52,0,85
28,52,1,96
28,52,2,29
28,52,3,67
29,1,0,46
29,1,1,77
29,1,2,77
29,1,3,22
29,21,0,40
29,21,1,10
29,21,2,10
29,21,3,77
29,33,0,79
29,33,1,57
29,33,2,90
29,33,3,30
29,43,0,102
29,43,1,43
29,43,2,33
29,43,3,41
29,50,0,59
29,50,1,42
29,50,2,93
29,50,3,58
29,59,0,32
29,59,1,102
29,59,2,51
29,59,3,37
29,77,0,4.75
29,77,1,13.75
29,77,2,42.75
29,77,3,101.75
30,14,0,83
30,14,1,61
30,14,2,19
30,14,3,85
30,15,0,81
30,15,1,69
30,15,2,88
30,15,3,18
30,26,0,43
30,26,1,56
30,26,2,77
30,26,3,16
31,35,0,51
31,35,1,19
31,35,2,33
31,35,3,10
31,41,0,69
31,41,1,62
31,41,2,101
31,41,3,11
31,49,0,60
31,49,1,99
31,49,2,83
31,49,3,39
32,35,0,106
32,35,1,76
32,35,2,14
32,35,3,108
32,42,0,39
32,42,1,16
32,42,2,48
32,42,3,77
32,45,0,109
32,45,1,48
32,45,2,84
32,45,3,60
33,21,0,32
33,21,1,51
33,21,2,10
33,21,3,93
33,29,0,40
33,29,1,90
33,29,2,102
33,29,3,21
33,43,0,65
33,43,1,16
33,43,2,80
33,43,3,55
33,58,0,26
33,58,1,91
33,58,2,22
33,58,3,19
34,26,0,92
34,26,1,14
34,26,2,90
34,26,3,69
34,27,0,61
34,27,1,12
34,27,2,39
34,27,3,80
34,36,0,93
34,36,1,70
34,36,2,65
34,36,3,72
35,31,0,84
35,31,1,26
35,31,2,49
35,31,3,59
35,32,0,30
35,32,1,55
35,32,2,35
35,32,3,72
35,41,0,101
35,41,1,69
35,41,2,71
35,41,3,88
35,45,0,66
35,45,1,47
35,45,2,107
35,45,3,68
35,48,0,45
35,48,1,75
35,48,2,24
35,48,3,44
36,13,0,41
36,13,1,6
36,13,2,84
36,13,3,60
36,27,0,50
36,27,1,93
36,27,2,23
36,27,3,24
36,34,0,72
36,34,1,17
36,34,2,38
36,34,3,14
36,56,0,23
36,56,1,23
36,56,2,30
36,56,3,55
37,1,0,57
37,1,1,106
37,1,2,106
37,1,3,71
37,39,0,15
37,39,1,101
37,39,2,84
37,39,3,106
37,50,0,43
37,50,1,42
37,50,2,52
37,50,3,48
38,42,0,43
38,42,1,70
38,42,2,43
38,42,3,98
39,37,0,37
39,37,1,88
39,37,2,93
39,37,3,83
39,40,0,75
39,40,1,109
39,40,2,66
39,40,3,53
40,39,0,42
40,39,1,72
40,39,2,61
40,39,3,24
40,57,0,34
40,57,1,31
40,57,2,41
40,57,3,45
41,31,0,60
41,31,1,68
41,31,2,13
41,31,3,58
41,35,0,49
41,35,1,75
41,35,2,70
41,35,3,64
41,45,0,64
41,45,1,57
41,45,2,11
41,45,3,95
42,32,0,27
42,32,1,49
42,32,2,65
42,32,3,45
42,38,0,70
42,38,1,25
42,38,2,72
42,38,3,101
42,51,0,40
42,51,1,59
42,51,2,63
42,51,3,25
43,29,0,76
43,29,1,19
43,29,2,10
43,29,3,41
43,33,0,56
43,33,1,87
43,33,2,64
43,33,3,107
43,50,0,93
43,50,1,19
43,50,2,87
43,50,3,13
44,10,0,49.75
44,10,1,79.75
44,10,2,99.75
44,10,3,60.75
44,46,0,94
44,46,1,69
44,46,2,19
44,46,3,54
45,32,0,94
45,32,1,55
45,32,2,51
45,32,3,58
45,35,0,20
45,35,1,91
45,35,2,69
45,35,3,45
45,41,0,86
45,41,1,56
45,41,2,106
45,41,3,43
45,51,0,98
45,51,1,88
45,51,2,45
45,51,3,104
45,98,0,94
45,98,1,75
45,98,2,47
45,98,3,51
46,3,0,52
46,3,1,45
46,3,2,50
46,3,3,11
46,10,0,96
46,10,1,33
46,10,2,43
46,10,3,73
46,44,0,81
46,44,1,98
46,44,2,7
46,44,3,78
47,3,0,68
47,3,1,83
47,3,2,32
47,3,3,79
47,52,0,75
47,52,1,65
47,52,2,53
47,52,3,78
48,35,0,76
48,35,1,54
48,35,2,34
48,35,3,73
48,54,0,47
48,54,1,60
48,54,2,40
48,54,3,30
49,14,0,33
49,14,1,77
49,14,2,67
49,14,3,96
49,24,0,77
49,24,1,45
49,24,2,45
49,24,3,108
49,31,0,33
49,31,1,101
49,31,2,9
49,31,3,61
50,29,0,22
50,29,1,66
50,29,2,104
50,29,3,49
50,37,0,55
50,37,1,7
50,37,2,8
50,37,3,42
50,43,0,69
50,43,1,39
50,43,2,67
50,43,3,66
51,42,0,106
51,42,1,56
51,42,2,14
51,42,3,88
51,45,0,81
51,45,1,70
51,45,2,100
51,45,3,87
52,16,0,67
52,16,1,52
52,16,2,53
52,16,3,49
52,28,0,107
52,28,1,28
52,28,2,50
52,28,3,107
52,47,0,40
52,47,1,95
52,47,2,49
52,47,3,19
53,54,0,75
53,54,1,32
53,54,2,18
53,54,3,71
53,55,0,57
53,55,1,52
53,55,2,34
53,55,3,18
54,48,0,11
54,48,1,68
54,48,2,42
54,48,3,99
54,53,0,80
54,53,1,35
54,53,2,13
54,53,3,40
55,53,0,28
55,53,1,14
55,53,2,90
55,53,3,72
56,27,0,95
56,27,1,101
56,27,2,78
56,27,3,52
56,36,0,27
56,36,1,51
56,36,2,62
56,36,3,48
57,1,0,19
57,1,1,70
57,1,2,52
57,1,3,71
57,40,0,58
57,40,1,62
57,40,2,42
57,40,3,37
58,33,0,98
58,33,1,34
58,33,2,92
58,33,3,107
59,21,0,65
59,21,1,33
59,21,2,14
59,21,3,80
59,29,0,91
59,29,1,76
59,29,2,101
59,29,3,69
60,79,0,13
60,79,1,41
60,79,2,70
60,79,3,19
60,86,0,81
60,86,1,59
60,86,2,109
60,86,3,38
61,75,0,17
61,75,1,14
61,75,2,40
61,75,3,3
61,91,0,58
61,91,1,77
61,91,2,15
61,91,3,6
62,74,0,100
62,74,1,34
62,74,2,102
62,74,3,97
63,73,0,43
63,73,1,57
63,73,2,52
63,73,3,12
63,74,0,99
63,74,1,16
63,74,2,64
63,74,3,80
63,88,0,84
63,88,1,99
63,88,2,39
63,88,3,54
63,89,0,68
63,89,1,75
63,89,2,97
63,89,3,76
63,90,0,94
63,90,1,24
63,90,2,89
63,90,3,95
63,91,0,7
63,91,1,21
63,91,2,36
63,91,3,39
64,20,0,32
64,20,1,81
64,20,2,45
64,20,3,100
64,23,0,50
64,23,1,4
64,23,2,21
64,23,3,38
65,79,0,38
65,79,1,26
65,79,2,64
65,79,3,41
65,84,0,24
65,84,1,98
65,84,2,64
65,84,3,81
65,85,0,26
65,85,1,17
65,85,2,7
65,85,3,104
65,94,0,97
65,94,1,57
65,94,2,106
65,94,3,50
66,9,0,100
66,9,1,77
66,9,2,87
66,9,3,38
66,17,0,81
66,17,1,22
66,17,2,11
66,17,3,86
66,67,0,40
66,67,1,31
66,67,2,79
66,67,3,18
66,81,0,96
66,81,1,37
66,81,2,10
66,81,3,61
67,8,0,89
67,8,1,106
67,8,2,29
67,8,3,35
67,17,0,20
67,17,1,33
67,17,2,98
67,17,3,81
67,66,0,47
67,66,1,41
67,66,2,16
67,66,3,91
67,84,0,93
67,84,1,17
67,84,2,15
67,84,3,62
68,89,0,81
68,89,1,20
68,89,2,46
68,89,3,80
68,91,0,81
68,91,1,33
68,91,2,66
68,91,3,14
69,18,0,92
69,18,1,102
69,18,2,35
69,18,3,31
69,80,0,46
69,80,1,37
69,80,2,75
69,80,3,36
69,92,0,62
69,92,1,101
69,92,2,6
69,92,3,13
70,71,0,23
70,71,1,98
70,71,2,97
70,71,3,42
70,83,0,55
70,83,1,31
70,83,2,53
70,83,3,29
71,70,0,77
71,70,1,54
71,70,2,63
71,70,3,26
71,80,0,95
71,80,1,79
71,80,2,54
71,80,3,48
71,92,0,25
71,92,1,65
71,92,2,44
71,92,3,48
72,86,0,51
72,86,1,17
72,86,2,104
72,86,3,21
73,20,0,39
73,20,1,94
73,20,2,69
73,20,3,40
73,63,0,12
73,63,1,63
73,63,2,54
73,63,3,62
73,77,0,15
73,77,1,31
73,77,2,22
73,77,3,101
73,90,0,43
73,90,1,18
73,90,2,53
73,90,3,80
74,62,0,78
74,62,1,46
74,62,2,99
74,62,3,79
74,63,0,33
74,63,1,38
74,63,2,21
74,63,3,62
74,89,0,82
74,89,1,29
74,89,2,62
74,89,3,52
75,5,0,91
75,5,1,18
75,5,2,39
75,5,3,86
75,6,0,51
75,6,1,33
75,6,2,100
75,6,3,81
75,7,0,84
75,7,1,93
75,7,2,102
75,7,3,104
75,23,0,27
75,23,1,27
75,23,2,89
75,23,3,98
75,61,0,87
75,61,1,84
75,61,2,23
75,61,3,27
76,5,0,76
76,5,1,8
76,5,2,20
76,5,3,77
76,9,0,10
76,9,1,44
76,9,2,65
76,9,3,54
76,19,0,31
76,19,1,22
76,19,2,55
76,19,3,30
77,1,0,63
77,1,1,90
77,1,2,61
77,1,3,104
77,73,0,18
77,73,1,14
77,73,2,83
77,73,3,22
77,96,0,34
77,96,1,12
77,96,2,44
77,96,3,72
78,82,0,100
78,82,1,44
78,82,2,96
78,82,3,14
78,85,0,34
78,85,1,45
78,85,2,50
78,85,3,94
78,97,0,66
78,97,1,31
78,97,2,17
78,97,3,62
79,19,0,84
79,19,1,87
79,19,2,38
79,19,3,26
79,60,0,75
79,60,1,70
79,60,2,9
79,60,3,53
79,65,0,24
79,65,1,20
79,65,2,61
79,65,3,22
79,84,0,75
79,84,1,38
79,84,2,100
79,84,3,11
80,9,0,8
80,9,1,16
80,9,2,31
80,9,3,50
80,18,0,43
80,18,1,67
80,18,2,70
80,18,3,23
80,69,0,12
80,69,1,80
80,69,2,96
80,69,3,69
80,71,0,76
80,71,1,31
80,71,2,98
80,71,3,59
80,92,0,62
80,92,1,99
80,92,2,92
80,92,3,20
81,17,0,61
81,17,1,33
81,17,2,88
81,17,3,80
81,18,0,69
81,18,1,39
81,18,2,81
81,18,3,105
81,66,0,22
81,66,1,70
81,66,2,30
81,66,3,103
82,17,0,83
82,17,1,91
82,17,2,69
82,17,3,70
82,18,0,92
82,18,1,29
82,18,2,44
82,18,3,69
82,78,0,86
82,78,1,96
82,78,2,54
82,78,3,90
83,70,0,91
83,70,1,52
83,70,2,71
83,70,3,43
83,87,0,48
83,87,1,13
83,87,2,67
83,87,3,15
83,92,0,72
83,92,1,94
83,92,2,90
83,92,3,48
84,17,0,69
84,17,1,104
84,17,2,95
84,17,3,104
84,65,0,13
84,65,1,82
84,65,2,73
84,65,3,88
84,67,0,38
84,67,1,25
84,67,2,69
84,67,3,105
84,79,0,105
84,79,1,18
84,79,2,26
84,79,3,20
84,85,0,14
84,85,1,30
84,85,2,19
84,85,3,63
84,95,0,60
84,95,1,99
84,95,2,63
84,95,3,87
85,17,0,89.28571
85,17,1,43.28571
85,17,2,38.28571
85,17,3,82.28571
85,65,0,21
85,65,1,100
85,65,2,21
85,65,3,60
85,78,0,42
85,78,1,99
85,78,2,16
85,78,3,88
85,84,0,40
85,84,1,88
85,84,2,61
85,84,3,92
86,7,0,65
86,7,1,14
86,7,2,41
86,7,3,43
86,60,0,46
86,60,1,27
86,60,2,80
86,60,3,16
86,72,0,56
86,72,1,55
86,72,2,32
86,72,3,67
87,83,0,96
87,83,1,36
87,83,2,59
87,83,3,35
88,20,0,101
88,20,1,30
88,20,2,104
88,20,3,64
88,63,0,90
88,63,1,91
88,63,2,93
88,63,3,64
88,91,0,68
88,91,1,20
88,91,2,45
88,91,3,28
89,63,0,47
89,63,1,103
89,63,2,55
89,63,3,18
89,68,0,96
89,68,1,17
89,68,2,66
89,68,3,85
89,74,0,77
89,74,1,90
89,74,2,63
89,74,3,79
89,91,0,76
89,91,1,35
89,91,2,73
89,91,3,34
90,63,0,95
90,63,1,77
90,63,2,57
90,63,3,44
90,73,0,79
90,73,1,58
90,73,2,75
90,73,3,93
91,61,0,21
91,61,1,93
91,61,2,46
91,61,3,33
91,63,0,99
91,63,1,43
91,63,2,17
91,63,3,71
91,68,0,29
91,68,1,65
91,68,2,19
91,68,3,30
91,88,0,67
91,88,1,97
91,88,2,18
91,88,3,103
91,89,0,83
91,89,1,33
91,89,2,12
91,89,3,43
92,69,0,99
92,69,1,22
92,69,2,56
92,69,3,13
92,71,0,19
92,71,1,16
92,71,2,23
92,71,3,86
92,80,0,51
92,80,1,32
92,80,2,107
92,80,3,45
92,83,0,82
92,83,1,47
92,83,2,100
92,83,3,71
93,1,0,73.75
93,1,1,3.75
93,1,2,18.75
93,1,3,10.75
93,23,0,65.75
93,23,1,20.75
93,23,2,57.75
93,23,3,26.75
94,65,0,41
94,65,1,50
94,65,2,10
94,65,3,19
94,95,0,31
94,95,1,72
94,95,2,86
94,95,3,15
95,84,0,42
95,84,1,20
95,84,2,62
95,84,3,71
95,94,0,89
95,94,1,78
95,94,2,21
95,94,3,16
96,77,0,70
96,77,1,50
96,77,2,100
96,77,3,100
97,78,0,74
97,78,1,30
97,78,2,8
97,78,3,44
98,45,0,90
98,45,1,98
98,45,2,65
98,45,3,33
