i,j,t,r
8,17,3,93
8,17,4,128
8,17,5,130
8,17,6,66
8,17,7,60
8,17,8,53
8,17,9,88
8,23,0,88
8,23,1,110
8,23,2,107
8,23,3,63
8,23,4,53
8,23,5,81
8,23,6,79
8,23,7,60
8,23,8,66
8,23,9,101
9,1,0,174
9,1,1,229
9,1,2,167
9,1,3,168
9,1,4,166
9,1,5,214
9,1,6,219
9,1,7,155
9,1,8,158
9,1,9,195
9,2,0,90
9,2,1,46
9,2,2,90
9,2,3,29
9,2,4,71
9,2,5,104
9,2,6,90
9,2,7,36
9,2,8,102
9,2,9,28
10,13,0,72
10,13,1,105
10,13,2,27
10,13,3,35
10,13,4,82
10,13,5,81
10,13,6,64
10,13,7,102
10,13,8,46
10,13,9,12
11,7,0,218
11,7,1,192
11,7,2,241
11,7,3,254
11,7,4,259
11,7,5,259
11,7,6,256
11,7,7,191
11,7,8,241
11,7,9,201
12,4,0,88
12,4,1,67
12,4,2,26
12,4,3,43
12,4,4,11
12,4,5,91
12,4,6,70
12,4,7,55
12,4,8,85
12,4,9,81
13,0,0,54
13,0,1,51
13,0,2,107
13,0,3,112
13,0,4,127
13,0,5,86
13,0,6,88
13,0,7,138
13,0,8,108
13,0,9,58
13,10,0,80
13,10,1,63
13,10,2,27
13,10,3,70
13,10,4,60
13,10,5,85
13,10,6,67
13,10,7,37
13,10,8,104
13,10,9,33
13,22,0,165
13,22,1,155
13,22,2,163
13,22,3,101
13,22,4,103
13,22,5,104
13,22,6,154
13,22,7,131
13,22,8,131
13,22,9,174
14,15,0,93
14,15,1,34
14,15,2,48
14,15,3,30
14,15,4,63
14,15,5,77
14,15,6,97
14,15,7,28
14,15,8,98
14,15,9,49
14,24,0,74
14,24,1,164
14,24,2,158
14,24,3,118
14,24,4,142
14,24,5,84
14,24,6,79
14,24,7,162
14,24,8,141
14,24,9,65
15,7,0,33
15,7,1,57
15,7,2,47
15,7,3,104
15,7,4,110
15,7,5,89
15,7,6,99
15,7,7,77
15,7,8,38
15,7,9,85
15,14,0,50
15,14,1,15
15,14,2,10
15,14,3,55
15,14,4,91
15,14,5,8
15,14,6,82
15,14,7,103
15,14,8,54
15,14,9,40
15,20,0,103
15,20,1,91
15,20,2,105
15,20,3,108
15,20,4,89
15,20,5,104
15,20,6,84
15,20,7,106
15,20,8,38
15,20,9,51
16,8,0,197
16,8,1,179
16,8,2,181
16,8,3,157
16,8,4,156
16,8,5,191
16,8,6,138
16,8,7,200
16,8,8,204
16,8,9,203
16,23,0,138
16,23,1,186
16,23,2,130
16,23,3,188
16,23,4,171
16,23,5,135
16,23,6,117
16,23,7,153
16,23,8,195
16,23,9,136
17,8,0,102
17,8,1,96
17,8,2,97
17,8,3,121
17,8,4,129
17,8,5,100
17,8,6,65
17,8,7,114
17,8,8,78
17,8,9,70
17,20,0,130
17,20,1,109
17,20,2,106
17,20,3,54
17,20,4,139
17,20,5,79
17,20,6,52
17,20,7,46
17,20,8,93
17,20,9,48
17,23,0,114
17,23,1,81
17,23,2,30
17,23,3,51
17,23,4,101
17,23,5,36
17,23,6,55
17,23,7,53
17,23,8,104
17,23,9,30
17,24,0,128
17,24,1,66
17,24,2,118
17,24,3,82
17,24,4,56
17,24,5,89
17,24,6,103
17,24,7,73
17,24,8,89
17,24,9,64
18,22,0,170
18,22,1,86
18,22,2,154
18,22,3,92
18,22,4,160
18,22,5,147
18,22,6,129
18,22,7,90
18,22,8,109
18,22,9,140
18,23,0,129
18,23,1,58
18,23,2,49
18,23,3,89
18,23,4,32
18,23,5,56
18,23,6,118
18,23,7,50
18,23,8,115
18,23,9,108
18,24,0,100
18,24,1,64
18,24,2,56
18,24,3,97
18,24,4,37
18,24,5,104
18,24,6,86
18,24,7,100
18,24,8,39
18,24,9,94
19,12,0,92
19,12,1,86
19,12,2,19
19,12,3,60
19,12,4,106
19,12,5,13
19,12,6,33
19,12,7,41
19,12,8,96
19,12,9,92
20,7,0,64
20,7,1,55
20,7,2,27
20,7,3,43
20,7,4,71
20,7,5,116
20,7,6,44
20,7,7,97
20,7,8,110
20,7,9,107
20,15,0,50
20,15,1,95
20,15,2,87
20,15,3,104
20,15,4,37
20,15,5,108
20,15,6,109
20,15,7,53
20,15,8,77
20,15,9,79
20,17,0,120
20,17,1,137
20,17,2,92
20,17,3,62
20,17,4,140
20,17,5,53
20,17,6,53
20,17,7,131
20,17,8,55
20,17,9,90
21,7,0,163
21,7,1,95
21,7,2,142
21,7,3,76
21,7,4,141
21,7,5,119
21,7,6,76
21,7,7,131
21,7,8,153
21,7,9,131
22,2,0,321
22,2,1,343
22,2,2,326
22,2,3,357
22,2,4,338
22,2,5,272
22,2,6,271
22,2,7,323
22,2,8,335
22,2,9,283
22,3,0,164
22,3,1,184
22,3,2,180
22,3,3,136
22,3,4,135
22,3,5,104
22,3,6,137
22,3,7,121
22,3,8,109
22,3,9,139
22,5,0,77
22,5,1,101
22,5,2,137
22,5,3,116
22,5,4,94
22,5,5,118
22,5,6,144
22,5,7,138
22,5,8,104
22,5,9,111
22,13,0,155
22,13,1,118
22,13,2,113
22,13,3,205
22,13,4,174
22,13,5,203
22,13,6,150
22,13,7,123
22,13,8,133
22,13,9,149
22,18,0,170
22,18,1,174
22,18,2,140
22,18,3,136
22,18,4,140
22,18,5,126
22,18,6,134
22,18,7,110
22,18,8,130
22,18,9,105
23,5,0,115
23,5,1,145
23,5,2,94
23,5,3,152
23,5,4,156
23,5,5,106
23,5,6,96
23,5,7,115
23,5,8,102
23,5,9,140
23,8,0,76
23,8,1,51
23,8,2,44
23,8,3,95
23,8,4,115
23,8,5,44
23,8,6,69
23,8,7,99
23,8,8,38
23,8,9,137
23,16,0,161
23,16,1,165
23,16,2,197
23,16,3,151
23,16,4,150
23,16,5,179
23,16,6,177
23,16,7,142
23,16,8,108
23,16,9,164
23,17,0,74
23,17,1,122
23,17,2,107
23,17,3,71
23,17,4,92
23,17,5,99
23,17,6,121
23,17,7,109
23,17,8,57
23,17,9,79
23,18,0,52
23,18,1,42
23,18,2,83
23,18,3,72
23,18,4,35
23,18,5,110
23,18,6,57
23,18,7,84
23,18,8,83
23,18,9,120
23,24,0,112
23,24,1,68
23,24,2,119
23,24,3,90
23,24,4,59
23,24,5,56
23,24,6,96
23,24,7,38
23,24,8,101
23,24,9,45
24,14,0,70
24,14,1,90
24,14,2,124
24,14,3,150
24,14,4,105
24,14,5,158
24,14,6,107
24,14,7,95
24,14,8,82
24,14,9,64
24,17,0,44
24,17,1,53
24,17,2,58
24,17,3,124
24,17,4,133
24,17,5,46
24,17,6,74
24,17,7,125
24,17,8,63
24,17,9,92
24,18,0,119
24,18,1,46
24,18,2,97
24,18,3,91
24,18,4,42
24,18,5,113
24,18,6,35
24,18,7,55
24,18,8,74
24,18,9,101
24,23,0,53
24,23,1,84
24,23,2,74
24,23,3,124
24,23,4,46
24,23,5,71
24,23,6,120
24,23,7,61
24,23,8,87
24,23,9,72
