i,j,t,r
19,23,3,81
19,77,0,98
19,77,1,101
19,77,2,7
19,77,3,42
19,79,0,105
19,79,1,97
19,79,2,65
19,79,3,102
19,101,0,104
19,101,1,106
19,101,2,75
19,101,3,12
20,2,0,43
20,2,1,35
20,2,2,65
20,2,3,25
20,3,0,52
20,3,1,29
20,3,2,76
20,3,3,45
21,30,0,14
21,30,1,21
21,30,2,49
21,30,3,62
21,32,0,43
21,32,1,93
21,32,2,99
21,32,3,97
22,15,0,69
22,15,1,10
22,15,2,66
22,15,3,76
22,28,0,68
22,28,1,97
22,28,2,11
22,28,3,93
22,29,0,64
22,29,1,65
22,29,2,24
22,29,3,78
22,34,0,49
22,34,1,108
22,34,2,76
22,34,3,22
23,19,0,96
23,19,1,68
23,19,2,38
23,19,3,14
23,79,0,43
23,79,1,54
23,79,2,75
23,79,3,104
24,0,0,35
24,0,1,100
24,0,2,28
24,0,3,46
24,4,0,84
24,4,1,48
24,4,2,15
24,4,3,97
24,29,0,51
24,29,1,11
24,29,2,14
24,29,3,87
25,11,0,9
25,11,1,22
25,11,2,74
25,11,3,50
26,13,0,32
26,13,1,88
26,13,2,69
26,13,3,100
26,27,0,84
26,27,1,33
26,27,2,73
26,27,3,33
26,31,0,22
26,31,1,12
26,31,2,98
26,31,3,80
26,107,0,70
26,107,1,51
26,107,2,102
26,107,3,91
27,12,0,54
27,12,1,64
27,12,2,12
27,12,3,53
27,26,0,6
27,26,1,54
27,26,2,89
27,26,3,29
27,37,0,73
27,37,1,58
27,37,2,49
27,37,3,97
28,11,0,15
28,11,1,35
28,11,2,89
28,11,3,96
28,22,0,51
28,22,1,74
28,22,2,104
28,22,3,55
28,34,0,94.5
28,34,1,98.5
28,34,2,100.5
28,34,3,15.5
28,38,0,101
28,38,1,108
28,38,2,20
28,38,3,93
29,15,0,84
29,15,1,72
29,15,2,20
29,15,3,70
29,22,0,30
29,22,1,76
29,22,2,98
29,22,3,64
29,24,0,88
29,24,1,96
29,24,2,72
29,24,3,9
30,1,0,108
30,1,1,66
30,1,2,23
30,1,3,95
30,21,0,105
30,21,1,30
30,21,2,44
30,21,3,28
30,40,0,24
30,40,1,51
30,40,2,84
30,40,3,33
30,48,0,91
30,48,1,95
30,48,2,47
30,48,3,84
30,54,0,19
30,54,1,108
30,54,2,67
30,54,3,38
30,59,0,65
30,59,1,69
30,59,2,95
30,59,3,38
31,14,0,96
31,14,1,58
31,14,2,97
31,14,3,47
31,26,0,54
31,26,1,84
31,26,2,54
31,26,3,21
31,62,0,82
31,62,1,34
31,62,2,29
31,62,3,95
32,10,0,12
32,10,1,26
32,10,2,54
32,10,3,23
32,11,0,36
32,11,1,22
32,11,2,26
32,11,3,43
32,21,0,56
32,21,1,43
32,21,2,56
32,21,3,94
32,44,0,30
32,44,1,48
32,44,2,62
32,44,3,34
33,51,0,51
33,51,1,58
33,51,2,56
33,51,3,98
33,52,0,99
33,52,1,77
33,52,2,41
33,52,3,63
34,15,0,40
34,15,1,51
34,15,2,71
34,15,3,70
34,22,0,65
34,22,1,7
34,22,2,87
34,22,3,51
34,28,0,66.5
34,28,1,82.5
34,28,2,101.5
34,28,3,79.5
34,38,0,55
34,38,1,29
34,38,2,57
34,38,3,25
35,39,0,106
35,39,1,42
35,39,2,102
35,39,3,31
35,47,0,24
35,47,1,70
35,47,2,102
35,47,3,103
35,58,0,41
35,58,1,35
35,58,2,108
35,58,3,96
36,39,0,101
36,39,1,18
36,39,2,26
36,39,3,105
36,46,0,35
36,46,1,93
36,46,2,44
36,46,3,104
36,57,0,53
36,57,1,47
36,57,2,105
36,57,3,98
37,3,0,104
37,3,1,49
37,3,2,82
37,3,3,78
37,12,0,37
37,12,1,53
37,12,2,31
37,12,3,21
37,27,0,33
37,27,1,6
37,27,2,81
37,27,3,34
38,4,0,11
38,4,1,65
38,4,2,82
38,4,3,100
38,10,0,30
38,10,1,33
38,10,2,59
38,10,3,57
38,28,0,55
38,28,1,98
38,28,2,92
38,28,3,18
38,34,0,85
38,34,1,38
38,34,2,46
38,34,3,106
38,63,0,47
38,63,1,30
38,63,2,23
38,63,3,38
39,35,0,82
39,35,1,75
39,35,2,58
39,35,3,75
39,36,0,51
39,36,1,51
39,36,2,63
39,36,3,36
39,57,0,101
39,57,1,48
39,57,2,105
39,57,3,97
40,1,0,28
40,1,1,13
40,1,2,100
40,1,3,80
40,9,0,53
40,9,1,14
40,9,2,91
40,9,3,72
40,30,0,78
40,30,1,53
40,30,2,61
40,30,3,73
40,41,0,100
40,41,1,55
40,41,2,33
40,41,3,62
40,43,0,23
40,43,1,74
40,43,2,86
40,43,3,13
41,40,0,92
41,40,1,18
41,40,2,29
41,40,3,92
41,43,0,12
41,43,1,9
41,43,2,54
41,43,3,47
41,54,0,16
41,54,1,91
41,54,2,50
41,54,3,62
42,46,0,44
42,46,1,39
42,46,2,85
42,46,3,58
43,40,0,11
43,40,1,34
43,40,2,69
43,40,3,72
43,41,0,82
43,41,1,11
43,41,2,32
43,41,3,100
43,45,0,36
43,45,1,14
43,45,2,107
43,45,3,13
44,1,0,22.75
44,1,1,64.75
44,1,2,55.75
44,1,3,40.75
44,11,0,17.75
44,11,1,30.75
44,11,2,39.75
44,11,3,92.75
44,32,0,34
44,32,1,96
44,32,2,18
44,32,3,68
45,43,0,42
45,43,1,32
45,43,2,26
45,43,3,20
46,36,0,48
46,36,1,62
46,36,2,82
46,36,3,64
46,42,0,38
46,42,1,48
46,42,2,109
46,42,3,47
47,13,0,70
47,13,1,31
47,13,2,75
47,13,3,12
47,35,0,72
47,35,1,36
47,35,2,21
47,35,3,105
48,30,0,13
48,30,1,22
48,30,2,27
48,30,3,32
48,54,0,99
48,54,1,68
48,54,2,49
48,54,3,38
48,59,0,51
48,59,1,62
48,59,2,55
48,59,3,99
49,51,0,17
49,51,1,61
49,51,2,87
49,51,3,61
50,57,0,38
50,57,1,26
50,57,2,74
50,57,3,27
51,15,0,64
51,15,1,54
51,15,2,17
51,15,3,14
51,33,0,53
51,33,1,29
51,33,2,81
51,33,3,31
51,49,0,58
51,49,1,6
51,49,2,75
51,49,3,43
51,56,0,66
51,56,1,37
51,56,2,71
51,56,3,15
52,2,0,64
52,2,1,97
52,2,2,93
52,2,3,50
52,33,0,18
52,33,1,22
52,33,2,43
52,33,3,66
53,57,0,58
53,57,1,83
53,57,2,14
53,57,3,69
54,30,0,109
54,30,1,16
54,30,2,103
54,30,3,72
54,41,0,99
54,41,1,31
54,41,2,38
54,41,3,67
54,48,0,22
54,48,1,47
54,48,2,80
54,48,3,99
55,58,0,26
55,58,1,107
55,58,2,109
55,58,3,93
55,60,0,100
55,60,1,41
55,60,2,52
55,60,3,19
56,15,0,58.75
56,15,1,77.75
56,15,2,27.75
56,15,3,65.75
56,51,0,88
56,51,1,73
56,51,2,21
56,51,3,24
57,36,0,45
57,36,1,66
57,36,2,87
57,36,3,24
57,39,0,31
57,39,1,28
57,39,2,55
57,39,3,50
57,50,0,91
57,50,1,32
57,50,2,82
57,50,3,48
57,53,0,100
57,53,1,63
57,53,2,69
57,53,3,56
58,35,0,52
58,35,1,22
58,35,2,45
58,35,3,36
58,55,0,31
58,55,1,47
58,55,2,59
58,55,3,87
59,30,0,10
59,30,1,48
59,30,2,33
59,30,3,18
59,48,0,18
59,48,1,48
59,48,2,32
59,48,3,101
59,61,0,96
59,61,1,38
59,61,2,45
59,61,3,11
60,55,0,102
60,55,1,43
60,55,2,46
60,55,3,94
61,59,0,22
61,59,1,76
61,59,2,76
61,59,3,107
62,31,0,47
62,31,1,86
62,31,2,74
62,31,3,52
63,38,0,19
63,38,1,92
63,38,2,23
63,38,3,100
64,16,0,17
64,16,1,49
64,16,2,88
64,16,3,69
64,17,0,81
64,17,1,16
64,17,2,43
64,17,3,32
64,84,0,94
64,84,1,31
64,84,2,83
64,84,3,71
64,87,0,31
64,87,1,47
64,87,2,52
64,87,3,43
65,66,0,11
65,66,1,62
65,66,2,45
65,66,3,83
65,75,0,67
65,75,1,98
65,75,2,80
65,75,3,17
66,18,0,67
66,18,1,35
66,18,2,65
66,18,3,41
66,65,0,65
66,65,1,25
66,65,2,75
66,65,3,104
67,8,0,48
67,8,1,98
67,8,2,57
67,8,3,71
67,78,0,64
67,78,1,12
67,78,2,88
67,78,3,13
67,84,0,63
67,84,1,67
67,84,2,92
67,84,3,61
68,72,0,85
68,72,1,48
68,72,2,97
68,72,3,13
68,97,0,94
68,97,1,13
68,97,2,26
68,97,3,7
69,70,0,38
69,70,1,42
69,70,2,32
69,70,3,45
69,77,0,36
69,77,1,108
69,77,2,13
69,77,3,50
69,86,0,35
69,86,1,46
69,86,2,30
69,86,3,85
69,89,0,12
69,89,1,99
69,89,2,76
69,89,3,109
70,69,0,22
70,69,1,102
70,69,2,22
70,69,3,89
70,96,0,48
70,96,1,96
70,96,2,79
70,96,3,7
70,101,0,88
70,101,1,83
70,101,2,53
70,101,3,97
70,102,0,59
70,102,1,84
70,102,2,97
70,102,3,33
71,7,0,38
71,7,1,78
71,7,2,101
71,7,3,101
71,83,0,50
71,83,1,18
71,83,2,75
71,83,3,64
71,92,0,36
71,92,1,103
71,92,2,58
71,92,3,97
71,93,0,8
71,93,1,14
71,93,2,90
71,93,3,92
72,68,0,105
72,68,1,45
72,68,2,15
72,68,3,68
72,96,0,99
72,96,1,27
72,96,2,41
72,96,3,87
73,74,0,33
73,74,1,83
73,74,2,46
73,74,3,15
73,80,0,55
73,80,1,15
73,80,2,95
73,80,3,23
73,95,0,66
73,95,1,101
73,95,2,46
73,95,3,30
74,73,0,65
74,73,1,72
74,73,2,39
74,73,3,59
74,90,0,53
74,90,1,71
74,90,2,105
74,90,3,17
74,103,0,23
74,103,1,16
74,103,2,25
74,103,3,104
75,65,0,108
75,65,1,40
75,65,2,29
75,65,3,75
75,79,0,42
75,79,1,35
75,79,2,27
75,79,3,102
75,97,0,30
75,97,1,101
75,97,2,61
75,97,3,41
75,104,0,8.75
75,104,1,102.75
75,104,2,57.75
75,104,3,99.75
75,106,0,97
75,106,1,105
75,106,2,34
75,106,3,62
76,9,0,24
76,9,1,54
76,9,2,74
76,9,3,19
76,81,0,43
76,81,1,53
76,81,2,82
76,81,3,11
77,19,0,100
77,19,1,51
77,19,2,70
77,19,3,33
77,69,0,29
77,69,1,54
77,69,2,52
77,69,3,25
77,81,0,107
77,81,1,77
77,81,2,40
77,81,3,63
77,101,0,81
77,101,1,29
77,101,2,80
77,101,3,51
78,5,0,29
78,5,1,66
78,5,2,90
78,5,3,88
78,7,0,12
78,7,1,12
78,7,2,68
78,7,3,39
78,18,0,50
78,18,1,100
78,18,2,11
78,18,3,20
78,67,0,99
78,67,1,10
78,67,2,33
78,67,3,48
78,100,0,84
78,100,1,50
78,100,2,30
78,100,3,77
79,19,0,89
79,19,1,8
79,19,2,8
79,19,3,21
79,23,0,89
79,23,1,44
79,23,2,75
79,23,3,7
79,75,0,86
79,75,1,46
79,75,2,30
79,75,3,11
80,16,0,74.28571
80,16,1,79.28571
80,16,2,96.28571
80,16,3,100.2857
80,73,0,60
80,73,1,104
80,73,2,22
80,73,3,56
80,87,0,66
80,87,1,13
80,87,2,32
80,87,3,73
81,9,0,92
81,9,1,84
81,9,2,100
81,9,3,81
81,76,0,44
81,76,1,12
81,76,2,82
81,76,3,81
81,77,0,71
81,77,1,41
81,77,2,39
81,77,3,87
81,105,0,32
81,105,1,43
81,105,2,72
81,105,3,61
82,16,0,8
82,16,1,18
82,16,2,31
82,16,3,16
82,94,0,73
82,94,1,76
82,94,2,44
82,94,3,35
82,98,0,39
82,98,1,57
82,98,2,25
82,98,3,31
83,18,0,19
83,18,1,20
83,18,2,90
83,18,3,91
83,71,0,91
83,71,1,107
83,71,2,20
83,71,3,51
84,64,0,100
84,64,1,42
84,64,2,51
84,64,3,56
84,67,0,19
84,67,1,106
84,67,2,96
84,67,3,53
84,93,0,72
84,93,1,42
84,93,2,82
84,93,3,19
84,99,0,104
84,99,1,92
84,99,2,15
84,99,3,50
85,5,0,97
85,5,1,9
85,5,2,6
85,5,3,45
85,6,0,8
85,6,1,8
85,6,2,53
85,6,3,11
85,100,0,25
85,100,1,42
85,100,2,72
85,100,3,85
86,69,0,25
86,69,1,103
86,69,2,51
86,69,3,56
86,89,0,107
86,89,1,58
86,89,2,58
86,89,3,80
87,8,0,14
87,8,1,53
87,8,2,7
87,8,3,105
87,64,0,94
87,64,1,38
87,64,2,89
87,64,3,69
87,80,0,36
87,80,1,36
87,80,2,50
87,80,3,14
87,99,0,41
87,99,1,11
87,99,2,71
87,99,3,47
88,6,0,78
88,6,1,98
88,6,2,104
88,6,3,23
89,69,0,107
89,69,1,38
89,69,2,68
89,69,3,10
89,86,0,100
89,86,1,107
89,86,2,26
89,86,3,57
90,74,0,60
90,74,1,49
90,74,2,109
90,74,3,53
91,103,0,101
91,103,1,18
91,103,2,10
91,103,3,41
92,71,0,59
92,71,1,43
92,71,2,25
92,71,3,48
92,93,0,72
92,93,1,12
92,93,2,92
92,93,3,8
92,98,0,79
92,98,1,58
92,98,2,72
92,98,3,24
93,7,0,85
93,7,1,31
93,7,2,14
93,7,3,54
93,16,0,79
93,16,1,92
93,16,2,9
93,16,3,17
93,18,0,72
93,18,1,21
93,18,2,12
93,18,3,57
93,71,0,44
93,71,1,28
93,71,2,99
93,71,3,104
93,84,0,59
93,84,1,60
93,84,2,37
93,84,3,30
93,92,0,95
93,92,1,99
93,92,2,89
93,92,3,69
94,82,0,49
94,82,1,73
94,82,2,31
94,82,3,25
94,98,0,70
94,98,1,68
94,98,2,67
94,98,3,7
95,73,0,22
95,73,1,42
95,73,2,48
95,73,3,109
96,70,0,71
96,70,1,78
96,70,2,40
96,70,3,77
96,72,0,70
96,72,1,103
96,72,2,55
96,72,3,11
97,6,0,15
97,6,1,39
97,6,2,68
97,6,3,40
97,68,0,16
97,68,1,71
97,68,2,20
97,68,3,13
97,75,0,83
97,75,1,89
97,75,2,31
97,75,3,97
98,82,0,25
98,82,1,74
98,82,2,9
98,82,3,49
98,92,0,55
98,92,1,85
98,92,2,101
98,92,3,34
98,94,0,60
98,94,1,23
98,94,2,10
98,94,3,85
99,84,0,12
99,84,1,11
99,84,2,37
99,84,3,13
99,87,0,81
99,87,1,47
99,87,2,82
99,87,3,71
100,8,0,69
100,8,1,72
100,8,2,41
100,8,3,42
100,78,0,78
100,78,1,55
100,78,2,37
100,78,3,64
100,85,0,88
100,85,1,98
100,85,2,81
100,85,3,41
101,19,0,72
101,19,1,37
101,19,2,101
101,19,3,106
101,70,0,71
101,70,1,72
101,70,2,39
101,70,3,92
101,77,0,40
101,77,1,86
101,77,2,91
101,77,3,68
102,70,0,61
102,70,1,83
102,70,2,39
102,70,3,44
103,74,0,72
103,74,1,20
103,74,2,83
103,74,3,64
103,91,0,65
103,91,1,3
103,91,2,71
103,91,3,77
104,9,0,34.75
104,9,1,38.75
104,9,2,48.75
104,9,3,6.75
104,75,0,54.75
104,75,1,75.75
104,75,2,29.75
104,75,3,70.75
105,81,0,81
105,81,1,67
105,81,2,43
105,81,3,103
106,75,0,89
106,75,1,24
106,75,2,109
106,75,3,93
107,26,0,48
107,26,1,9
107,26,2,99
107,26,3,85
