i,j,t,r
17,23,3,94
17,23,4,63
17,23,5,29
17,23,6,60
17,23,7,39
17,23,8,63
17,23,9,82
17,24,0,40
17,24,1,59
17,24,2,38
17,24,3,85
17,24,4,55
17,24,5,90
17,24,6,102
17,24,7,107
17,24,8,44
17,24,9,77
18,22,0,152
18,22,1,90
18,22,2,151
18,22,3,96
18,22,4,120
18,22,5,96
18,22,6,98
18,22,7,167
18,22,8,104
18,22,9,86
18,23,0,124
18,23,1,55
18,23,2,40
18,23,3,43
18,23,4,50
18,23,5,88
18,23,6,68
18,23,7,115
18,23,8,47
18,23,9,49
18,24,0,73
18,24,1,101
18,24,2,45
18,24,3,118
18,24,4,70
18,24,5,67
18,24,6,127
18,24,7,85
18,24,8,36
18,24,9,130
19,12,0,102
19,12,1,16
19,12,2,24
19,12,3,68
19,12,4,62
19,12,5,102
19,12,6,75
19,12,7,76
19,12,8,32
19,12,9,73
20,7,0,79
20,7,1,116
20,7,2,113
20,7,3,86
20,7,4,83
20,7,5,84
20,7,6,114
20,7,7,40
20,7,8,44
20,7,9,35
20,15,0,43
20,15,1,42
20,15,2,95
20,15,3,38
20,15,4,44
20,15,5,56
20,15,6,98
20,15,7,51
20,15,8,37
20,15,9,119
20,17,0,130
20,17,1,74
20,17,2,55
20,17,3,92
20,17,4,104
20,17,5,75
20,17,6,77
20,17,7,54
20,17,8,91
20,17,9,80
21,7,0,89
21,7,1,166
21,7,2,139
21,7,3,107
21,7,4,127
21,7,5,107
21,7,6,160
21,7,7,103
21,7,8,80
21,7,9,130
22,2,0,347
22,2,1,326
22,2,2,303
22,2,3,348
22,2,4,339
22,2,5,313
22,2,6,343
22,2,7,303
22,2,8,285
22,2,9,278
22,3,0,91
22,3,1,154
22,3,2,164
22,3,3,86
22,3,4,157
22,3,5,88
22,3,6,183
22,3,7,137
22,3,8,112
22,3,9,115
22,5,0,105
22,5,1,156
22,5,2,102
22,5,3,86
22,5,4,81
22,5,5,117
22,5,6,74
22,5,7,139
22,5,8,142
22,5,9,140
22,13,0,186
22,13,1,154
22,13,2,197
22,13,3,185
22,13,4,133
22,13,5,148
22,13,6,169
22,13,7,168
22,13,8,164
22,13,9,172
22,18,0,159
22,18,1,173
22,18,2,141
22,18,3,120
22,18,4,114
22,18,5,129
22,18,6,96
22,18,7,114
22,18,8,178
22,18,9,150
23,5,0,119
23,5,1,110
23,5,2,80
23,5,3,101
23,5,4,128
23,5,5,63
23,5,6,132
23,5,7,88
23,5,8,107
23,5,9,64
23,8,0,44
23,8,1,136
23,8,2,99
23,8,3,58
23,8,4,87
23,8,5,73
23,8,6,40
23,8,7,136
23,8,8,126
23,8,9,114
23,16,0,194
23,16,1,168
23,16,2,183
23,16,3,120
23,16,4,110
23,16,5,181
23,16,6,138
23,16,7,159
23,16,8,141
23,16,9,144
23,17,0,43
23,17,1,38
23,17,2,88
23,17,3,66
23,17,4,118
23,17,5,99
23,17,6,85
23,17,7,37
23,17,8,72
23,17,9,113
23,18,0,83
23,18,1,97
23,18,2,47
23,18,3,114
23,18,4,85
23,18,5,107
23,18,6,34
23,18,7,59
23,18,8,82
23,18,9,122
23,24,0,114
23,24,1,53
23,24,2,94
23,24,3,49
23,24,4,121
23,24,5,78
23,24,6,63
23,24,7,108
23,24,8,54
23,24,9,44
24,14,0,155
24,14,1,66
24,14,2,153
24,14,3,152
24,14,4,157
24,14,5,67
24,14,6,81
24,14,7,139
24,14,8,77
24,14,9,111
24,17,0,124
24,17,1,114
24,17,2,106
24,17,3,99
24,17,4,76
24,17,5,106
24,17,6,87
24,17,7,63
24,17,8,88
24,17,9,94
24,18,0,89
24,18,1,71
24,18,2,53
24,18,3,121
24,18,4,54
24,18,5,112
24,18,6,107
24,18,7,35
24,18,8,37
24,18,9,125
24,23,0,84
24,23,1,74
24,23,2,35
24,23,3,113
24,23,4,40
24,23,5,35
24,23,6,75
24,23,7,79
24,23,8,93
24,23,9,75
