id,startId,stopId,name,type,length,maxSpeed,list0,list1
31,278199339,7379971001,Nedre Strandgate,trunk,8.414,50,6.151239@6.151281@6.151335@6.151396,62.470807@62.470814@62.470822@62.470828
32,278339233,278340781,Sjøgata,trunk,7.402,50,,
33,278339233,7379970716,Keiser Wilhelms gate,residential,41.739,50,6.156109@6.156161@6.156205@6.1562532@6.15637@6.15675@6.1568479,62.471074@62.471085@62.471094@62.4711036@62.471127@62.471196@62.4712271
34,278339234,7379971272,Notenesgata,tertiary,9.385,50,,
35,278339234,7379971228,Notenesgata,tertiary,140.164,50,6.15502@6.1552501@6.1552982@6.155538@6.156087@6.156278@6.1563441@6.156466@6.156545@6.156612@6.156687@6.156745@6.1568@6.1569463@6.157129@6.157271,62.4722579@62.4723157@62.4723281@62.472384@62.472574@62.472646@62.4726709@62.472716@62.472751@62.472789@62.472838@62.47287@62.472881@62.4728872@62.472895@62.472897
36,278339234,7379962117,Skansegata,tertiary,213.309,50,6.15502@6.1549436@6.154835@6.154815@6.154815@6.1548524@6.154861@6.154891@6.155166@6.155402@6.1554468@6.1555516@6.155779@6.1561163@6.15618@6.1561972,62.4722579@62.4723312@62.472462@62.472509@62.472548@62.4726156@62.472631@62.472672@62.472916@62.473133@62.4731785@62.473285@62.473513@62.4738987@62.473984@62.4740219
37,278340781,278340782,Sjøgata,trunk,9.313,50,,
38,278340781,7379970639,Korsegata,tertiary,16.647,50,6.156007@6.1558866@6.155805,62.471121@62.4711887@62.471238
39,278340782,249388063,Korsegata,tertiary,6.746,50,,
40,278340782,7379970537,Keiser Wilhelms gate,trunk,165.306,50,6.155849@6.1557358@6.155561@6.155126@6.1546283@6.154398@6.154178@6.153701@6.153308@6.153162@6.153071@6.153013@6.152941,62.47108@62.4710566@62.471004@62.470901@62.4707896@62.470738@62.470684@62.47058@62.470502@62.470476@62.470466@62.470463@62.47047
41,278341913,278344250,Røysegata,secondary,8.118,50,,
42,278341913,7379970461,Ålesundsvegen,trunk,28.618,50,6.161915@6.1618176@6.161388,62.470911@62.4709246@62.470994
43,278344250,7379970445,Røysegata,secondary,8.983,50,,
44,278344250,7379971226,Ålesundsvegen,trunk,302.532,50,6.161917@6.162081@6.162285@6.162483@6.162692@6.16284@6.165601@6.165826@6.166041@6.166258@6.166462@6.166602@6.166793@6.166964@6.167329@6.167507@6.167715,62.470838@62.470819@62.470801@62.470791@62.470788@62.470791@62.470821@62.470818@62.470811@62.470799@62.470783@62.47077@62.470746@62.47072@62.470658@62.470621@62.470587
45,282243049,7379971410,Skateflukaia,residential,27.086,50,6.1556416@6.155753@6.1558494@6.155954@6.156083@6.156135,62.4744414@62.474416@62.4743945@62.474379@62.474388@62.474397
46,282272324,7379971028,Keiser Wilhelms gate,residential,93.279,50,6.1534794@6.1532271@6.1525919@6.152469@6.1522363,62.4700806@62.4700008@62.4699026@62.469924@62.4702331
47,282365547,277917634,Kongens gate,unclassified,20.052,nan,6.1560714@6.1560899@6.156163,62.4758513@62.4758158@62.475676
48,415582386,7389963818,Yrkesskolevegen,unclassified,65.308,30,6.372176@6.372194@6.372196@6.372187,62.465912@62.466024@62.4661@62.466499
49,415582386,7389960473,Nylandvegen,residential,223.957,30,6.372176@6.371863@6.370875@6.370506@6.369083@6.368527@6.368281@6.367829,62.465912@62.465915@62.465925@62.465925@62.465926@62.465911@62.465898@62.465861
50,419659911,7389959921,Åsesvingen,residential,250.94,50,6.3093003@6.3088962@6.3086387@6.3083911@6.308203@6.3080513@6.307908@6.307636@6.307225@6.3070753@6.30651@6.306044@6.305876@6.305726@6.30549@6.305204@6.3051653@6.305119@6.30503,62.4648684@62.4648886@62.4649047@62.4648997@62.46489@62.4648712@62.46485@62.464785@62.46467@62.4646326@62.464504@62.464393@62.464348@62.464302@62.464221@62.464109@62.4640894@62.464066@62.463988
51,553033974,7379971152,Notenesgata,tertiary,80.971,50,6.1536865@6.1532@6.1531716,62.4717894@62.4711372@62.4711012
52,553033974,275605057,Notenesgata,tertiary,77.165,50,6.1536865@6.153849@6.153919@6.1540801@6.1542074@6.1546732@6.1547287@6.1548855,62.4717894@62.471853@62.471898@62.4719756@62.4720261@62.4721415@62.4721557@62.4721929
53,563040606,7389962709,Åsehaugen,unclassified,9.073,50,,
54,563040606,7389962554,nan,trunk,68.325,50,6.312806@6.3118256@6.311684@6.311506,62.465901@62.4658361@62.465825@62.465788
55,701231337,7389963390,Furelia,residential,63.657,30,6.3051025@6.305136@6.305186@6.305431,62.4672087@62.467132@62.46706@62.466657
56,746318982,7389963217,Mulelia,residential,451.491,30,6.331244@6.33225@6.33382@6.334086@6.334721@6.33556@6.3357456@6.3358591@6.335998@6.336306@6.336492@6.337006@6.337206@6.339831@6.339985,62.4690531@62.4691@62.469151@62.469156@62.469147@62.469083@62.4690744@62.4690719@62.469072@62.469082@62.469093@62.469132@62.469142@62.469251@62.469257
57,760458734,7389959715,Vestre Furmyrveg,residential,105.029,30,6.3353792@6.336574@6.337402,62.4626767@62.462759@62.462809
58,760458739,7389962401,Vestre Furmyrveg,residential,38.441,30,,
59,847431215,7379971487,Kviltunvegen,residential,295.985,30,6.244094@6.2439931@6.2432468@6.2429166@6.242709@6.242362@6.242154@6.242008@6.241972@6.241945@6.24194@6.241941@6.24193@6.2419@6.241369@6.241244@6.241161@6.241076@6.241054@6.241042@6.24104@6.241041@6.241059@6.241044@6.241012@6.24093@6.240848,62.470464@62.4704545@62.4703846@62.470396@62.470427@62.470486@62.470515@62.470541@62.47055@62.470563@62.470572@62.470596@62.470608@62.470615@62.470635@62.470642@62.470652@62.470668@62.470686@62.470721@62.470759@62.471277@62.471453@62.471546@62.471657@62.471761@62.471826
60,847943721,7379971288,Repslagergata,residential,134.716,50,6.1709104@6.171212@6.171457@6.171585@6.17265@6.1727312@6.172785@6.1728177@6.172831@6.1728283,62.4723735@62.472333@62.472282@62.472271@62.472269@62.4722593@62.472243@62.4722224@62.472193@62.4719273
61,847943721,7379970757,Bergvegen,residential,83.599,50,6.1709104@6.170436@6.170259@6.169494@6.169321,62.4723735@62.472422@62.472437@62.472512@62.472533
62,847943721,7379971391,Holmegata,residential,49.396,50,6.1709104@6.170888@6.170889@6.17088@6.170885,62.4723735@62.472279@62.472066@62.47197@62.47193
63,848592229,7379971389,Borgundvegen,residential,567.781,30,6.209372@6.210231@6.210315@6.2115507@6.211659@6.211967@6.212669@6.213184@6.213437@6.214315@6.214472@6.2145727@6.2146831@6.2150594@6.215385@6.215606@6.216042@6.2166224@6.217031@6.217222@6.218146@6.218932@6.219186@6.2198657@6.220206@6.220371,62.472221@62.472267@62.472273@62.4723447@62.472349@62.472367@62.472405@62.472435@62.472447@62.472497@62.472505@62.4725085@62.4725095@62.4725003@62.4724886@62.47248@62.472462@62.4724678@62.472469@62.472468@62.472474@62.472451@62.472438@62.4724112@62.472401@62.472392
64,848592229,7379970195,Borgundvegen,residential,118.203,30,6.209372@6.20902@6.208357@6.2074543@6.207091,62.472221@62.472202@62.472166@62.4721082@62.472085
65,848592229,7379971338,Stoknesvegen,residential,98.396,30,6.209372@6.209423@6.209506@6.209595@6.209656@6.209756@6.209851@6.209884@6.20994,62.472221@62.472114@62.471967@62.471832@62.471789@62.471775@62.471711@62.471633@62.471409
66,892008005,7379970657,Nørvevika,residential,23.234,50,6.202811@6.20259@6.2025042@6.202361,62.469792@62.469795@62.4697975@62.469808
67,892008005,7379963986,Nørvevika,residential,849.811,50,6.202811@6.203018@6.203204@6.203352@6.203484@6.203661@6.20382@6.203997@6.204697@6.204933@6.205704@6.206233@6.20677@6.207179@6.2073209@6.2076553@6.209035@6.209559@6.2103074@6.2109539@6.211304@6.212427@6.2128582@6.213413@6.2142368@6.214685@6.215838@6.2159608@6.2164929@6.218034@6.218235@6.218451@6.218662@6.219061,62.469792@62.469844@62.469883@62.46991@62.469925@62.469927@62.469931@62.469929@62.469913@62.469905@62.469893@62.469892@62.469899@62.46991@62.4699155@62.469929@62.470002@62.4700324@62.4700759@62.4701134@62.47014@62.470224@62.470262@62.470311@62.4703868@62.470441@62.470569@62.470583@62.4706429@62.470828@62.470849@62.470877@62.470895@62.470925
68,1834617103,7351626017,Kveldssolvegen,residential,4566.763,80,6.3186861@6.3187698@6.3188573@6.3189279@6.3190079@6.3191628@6.3193115@6.3193665@6.3195379@6.3195955@6.3196988@6.3197229@6.3197282@6.3196721@6.3195764@6.3194089@6.3193372@6.3192903@6.3192882@6.3192714@6.319247@6.3191525@6.3190999@6.3189945@6.318896@6.3188457@6.3184226@6.3183691@6.3182759@6.3180113@6.3179536@6.3178197@6.3177583@6.3177272@6.3176909@6.3176652@6.3176623@6.3176723@6.3177014@6.3177997@6.3178961@6.3179308@6.317947@6.3179642@6.3179588@6.3179531@6.3179019@6.317852@6.3177987@6.317739@6.3173821@6.3172476@6.3171702@6.3170018@6.316693@6.3160559@6.3156903@6.3154612@6.3152351@6.3149839@6.3148388@6.3147298@6.3146553@6.3146106@6.3145324@6.3144245@6.3143448@6.3139545@6.313669@6.313545@6.313448@6.3128051@6.3126441@6.3124538@6.3123297@6.3121822@6.3121099@6.3119291@6.3117843@6.3116902@6.3116424@6.3115244@6.3114046@6.3113187@6.311167@6.3110924@6.3109621@6.3106829@6.3105269@6.3104535@6.3100709@6.3097708@6.309556@6.309461@6.3093379@6.3092577@6.3090277@6.3088974@6.3087125@6.3083132@6.3080987@6.3080083@6.3078638@6.3077631@6.3076704@6.3074912@6.3073586@6.307282@6.3070906@6.3069752@6.3067257@6.3066323@6.306539@6.3064835@6.3064379@6.3064212@6.3064169@6.3064694@6.3065343@6.30654@6.3065295@6.306544@6.3065758@6.3066211@6.3066573@6.3067236@6.3069334@6.3070265@6.3070579@6.3070763@6.307077@6.3070746@6.307055@6.3069972@6.3069182@6.3068228@6.3067419@6.3066734@6.3065901@6.3064881@6.3060292@6.3057462@6.3055962@6.3049404@6.3047636@6.3046383@6.303878@6.3036833@6.3035261@6.3033197@6.3026147@6.3023471@6.3021824@6.3018516@6.301613@6.3014592@6.3013196@6.301163@6.3009441@6.3008955@6.3003238@6.3001386@6.2999132@6.2998412@6.2997117@6.299617@6.299429@6.2992909@6.2991433@6.2987709@6.2984836@6.2982829@6.2980654@6.2978605@6.2976538@6.2975359@6.2973495@6.2971087@6.2969003@6.2967091@6.2964665@6.2960461@6.295877@6.2957309@6.2956124@6.2954994@6.2953485@6.2952952@6.2952764@6.2952379@6.2951576@6.2949698@6.2946805@6.2945667@6.2944508@6.294327@6.2942941@6.2941143@6.2939206@6.2938053@6.2936517@6.2935012@6.2932959@6.2931397@6.2929717@6.2927372@6.2921892@6.2914652@6.2912372@6.2909666@6.2908511@6.2907412@6.2904222@6.2902502@6.2900954@6.289663@6.2892067@6.289067@6.2888991@6.288838@6.2887985@6.2887243@6.2886377@6.2883578@6.2877012@6.2870034@6.2864112@6.2857734@6.2850036@6.2847543@6.2846499@6.2844842@6.2844187@6.2840924@6.2839382@6.2836841@6.2831307@6.2829744@6.2827006@6.2825059@6.2823266@6.2820085@6.2818832@6.2817664@6.2816144@6.2815143@6.2812881@6.2807836@6.2806201@6.2799398@6.2797441@6.2795407@6.2793998@6.2793348@6.279301@6.2792204@6.279196@6.27916@6.2791365@6.2790886@6.2790369@6.278975@6.2789108@6.2788565@6.2787278@6.2786177@6.2784474@6.2780778@6.2778134@6.2775627@6.2770774@6.2769968@6.2768543@6.2766979@6.276596@6.2763994@6.276225@6.2760399@6.2758882@6.2756066@6.2753797@6.275314@6.275198@6.2750424@6.2749457@6.2748616@6.2747869@6.2747046@6.2746302@6.2745781@6.2745335@6.2744159@6.2741206@6.274003@6.273952@6.2738424@6.2737766@6.2736886@6.2735841@6.2730588@6.2728083@6.2725713@6.2722313@6.2719999@6.2717322@6.2714683@6.2709074@6.2706403@6.2703611@6.2697425@6.269254@6.2685408@6.2678126@6.2676063@6.267263@6.2669962@6.2667043@6.266187@6.2658952@6.2648867@6.2645184@6.2640937@6.2634347@6.263247@6.2624564@6.2617738@6.2613264@6.2607926@6.2605345@6.2603577@6.2597155@6.2593594@6.2586371@6.2584091@6.2578402@6.2576968@6.2575079@6.2572091@6.2569099@6.2566837@6.2566353@6.2562521@6.2561071@6.255962@6.2558505@6.255723@6.2555394@6.2553637@6.2550322,62.5056587@62.5056441@62.5056501@62.505669@62.5056924@62.5057509@62.5058298@62.5058694@62.5060455@62.506116@62.5062697@62.5063408@62.5064694@62.5066078@62.506815@62.5070865@62.5072238@62.507384@62.5074105@62.5074696@62.5075356@62.507711@62.507787@62.5078931@62.5079746@62.5080082@62.5082334@62.5082638@62.5083258@62.5085665@62.5086144@62.5087101@62.5087634@62.5087963@62.5088474@62.5089225@62.5089648@62.5090354@62.5091129@62.5093177@62.5095118@62.509619@62.5097136@62.5100025@62.5100497@62.510071@62.5101525@62.5101972@62.5102338@62.510264@62.5104146@62.5104653@62.5104886@62.5105243@62.5105583@62.510605@62.5106387@62.5106545@62.5106662@62.5106751@62.5106847@62.5107011@62.5107171@62.5107294@62.5107581@62.5108123@62.51087@62.5111845@62.5114048@62.5114905@62.5115484@62.5118522@62.5119361@62.5120469@62.5121336@62.512254@62.5123191@62.5124983@62.5126568@62.5127489@62.5127921@62.512867@62.5129309@62.5129671@62.5130126@62.5130307@62.5130547@62.5130922@62.5131146@62.5131283@62.5132137@62.5132796@62.5133168@62.5133262@62.5133333@62.5133335@62.5133211@62.5133215@62.5133312@62.5133748@62.513403@62.5134192@62.5134514@62.5134801@62.513516@62.5136004@62.5136513@62.5136759@62.5137225@62.5137459@62.5137893@62.5138091@62.5138361@62.5138612@62.5138933@62.5139209@62.5139416@62.5141404@62.5143509@62.5144001@62.514551@62.5146177@62.5146597@62.5146934@62.5147125@62.5147406@62.5148082@62.5148535@62.5148726@62.514891@62.5149161@62.5149334@62.5149729@62.5150414@62.5151068@62.515162@62.5151899@62.5152045@62.5152112@62.5152105@62.5151747@62.5151618@62.5151604@62.5151727@62.5151703@62.5151653@62.5151146@62.5151093@62.515112@62.5151217@62.5151724@62.5151941@62.515211@62.5152569@62.5152984@62.5153307@62.5153647@62.5154115@62.5154951@62.5155175@62.5157857@62.5158643@62.5159726@62.5160016@62.5160457@62.5160726@62.5161162@62.5161365@62.5161542@62.5161746@62.5161795@62.5161781@62.5161721@62.5161631@62.5161497@62.5161384@62.5161159@62.5160824@62.5160471@62.5160105@62.5159537@62.5158407@62.5157791@62.5157144@62.5156429@62.5155569@62.5154212@62.5153574@62.5153192@62.5152624@62.515156@62.5148809@62.5144902@62.5143465@62.5142325@62.5141408@62.5141184@62.5140211@62.5139365@62.5138937@62.5138449@62.5138049@62.5137579@62.5137319@62.513712@62.513697@62.5136853@62.5136775@62.5136807@62.5136954@62.5137092@62.513728@62.5138069@62.51384@62.5138618@62.5139108@62.5139732@62.5139889@62.5140021@62.5140029@62.5140004@62.5139908@62.5139749@62.513918@62.5137929@62.5136559@62.5135318@62.513411@62.5132586@62.5132@62.5131716@62.5131187@62.5130941@62.512972@62.5129201@62.5128501@62.5127138@62.5126667@62.5125534@62.5124644@62.512392@62.5122839@62.5122472@62.5122204@62.5121929@62.5121808@62.5121602@62.512142@62.5121277@62.512042@62.5120139@62.5119817@62.5119517@62.5119282@62.5119114@62.5118566@62.5118325@62.5117728@62.5117185@62.5115771@62.5115076@62.5114464@62.5114073@62.5113815@62.5113353@62.5113006@62.5112591@62.5111944@62.5111527@62.5111079@62.5110073@62.5109949@62.5109808@62.510973@62.5109725@62.510973@62.5109788@62.5109882@62.5109993@62.5110268@62.5110388@62.5110399@62.5110324@62.5110158@62.5109969@62.5109749@62.5109494@62.5109093@62.5108575@62.51081@62.5107517@62.5105709@62.5101657@62.510018@62.5099754@62.5099094@62.5098806@62.5098483@62.5098155@62.5096882@62.5096207@62.5095655@62.5094993@62.5094644@62.5094316@62.5094058@62.5093682@62.5093539@62.5093453@62.509333@62.5093217@62.5093114@62.5092828@62.5092771@62.5092754@62.5092824@62.5092945@62.5093292@62.509339@62.5093981@62.5094161@62.5094274@62.5094258@62.5094218@62.5093836@62.5093417@62.5093281@62.5093228@62.509313@62.509302@62.5092504@62.5092414@62.5092374@62.509229@62.5091894@62.5091857@62.5091925@62.5092229@62.5092609@62.5092947@62.509303@62.5093667@62.5093969@62.5094329@62.5094664@62.5095155@62.5096103@62.5097221@62.5099106
69,1885667788,7379971028,Keiser Wilhelms gate,residential,42.931,50,6.15158@6.1516713@6.151935@6.152207@6.1522363,62.4701107@62.4701853@62.470228@62.4702695@62.4702331
70,1885667800,7379971375,Giskegata,residential,31.817,30,6.1419642@6.141902@6.141873,62.4718856@62.471653@62.471603
71,2075074059,5901770554,Syvermarka,residential,69.074,nan,6.1169586@6.117656@6.1177269@6.1177635@6.1178122@6.1178595@6.1179319@6.118056,62.4961292@62.4960169@62.4960079@62.4960073@62.4960135@62.4960338@62.4960843@62.4961846
72,2075074100,5901764036,Syvermarka,residential,95.748,nan,6.1165254@6.1172953@6.1178817@6.1180905@6.11828,62.4966233@62.4965006@62.4964155@62.4963786@62.4963348
73,2075074127,5901767836,Losvegen,residential,86.324,nan,6.128801@6.1288051@6.1287815@6.1286154@6.1285063@6.1279169@6.1278251@6.1276654,62.4967899@62.4967096@62.4966583@62.4965716@62.4965241@62.4963416@62.4963181@62.4962814
74,2075074255,5901764436,Skjongstranda,residential,591.025,nan,6.1133767@6.1131416@6.1128838@6.1127168@6.1123663@6.1122439@6.1119857@6.1118601@6.1116701@6.1115504@6.1113744@6.1112671@6.1111631@6.1110571@6.1110003@6.1109584@6.1109312@6.1109033@6.1109048@6.110939@6.1110074@6.1110969@6.1111956@6.1113243@6.1116084@6.1117083@6.1120582@6.1125247@6.1131231@6.1136399@6.1142038@6.1143781@6.1147818@6.1151157@6.1152659@6.1153594@6.1154615@6.1155511@6.1156202@6.1157289@6.1159752@6.1167099@6.1168457@6.1169076@6.1169427@6.1169768,62.4977718@62.4978526@62.497949@62.4980233@62.4981951@62.4982505@62.4983235@62.4983452@62.4983656@62.4983543@62.4983285@62.4983081@62.498277@62.4982322@62.4982006@62.4981645@62.4981247@62.4980678@62.4979522@62.4978309@62.4977536@62.4976898@62.4976401@62.4975832@62.4974767@62.4974434@62.4973194@62.4971649@62.4969809@62.4968288@62.4966625@62.4966158@62.496489@62.4963974@62.49636@62.4963479@62.4963463@62.4963539@62.4963671@62.4963996@62.496504@62.4968201@62.4968852@62.4969281@62.4969601@62.4970021
75,2075074278,5901767271,Rokkevegen,residential,65.602,nan,6.1258718@6.125699@6.1255418@6.1249169@6.1247746,62.4978703@62.4978331@62.4977914@62.4976194@62.4975699
76,2075074430,5901763588,Gudmundvegen,residential,121.814,nan,6.1214752@6.1217017@6.1219849@6.1221321@6.1223977@6.1226201@6.123185@6.1233386,62.4995302@62.4996025@62.4997158@62.4997741@62.4998403@62.4999068@62.5001443@62.5002018
77,2075074507,5901769299,Skjongneset,residential,92.398,nan,6.101888@6.1025717@6.1028363@6.1032361@6.1033881@6.1035896,62.5002451@62.5003631@62.5004127@62.5004483@62.5004689@62.500508
78,2075074731,5901762579,Skjongskaret,residential,80.504,nan,6.1137331@6.1135046@6.1133723@6.1132567@6.1130037@6.1128294@6.1126763,62.5018169@62.5016857@62.5016184@62.5015477@62.5014077@62.5013432@62.5012864
79,2075074735,5901768490,Skjongvika,residential,45.563,nan,6.1076969@6.107676@6.1076373@6.1074303@6.1073899,62.5019011@62.5019436@62.5019818@62.5022351@62.502285
80,2075074827,5901766932,Nilsmyra,residential,47.24,nan,6.1075854@6.1073869@6.1071695@6.1067918,62.5030595@62.5030115@62.5029541@62.5028449
81,2075075125,5901769558,Kolvikparken,residential,246.153,nan,6.1199884@6.120007@6.1200141@6.1200351@6.1200843@6.1201519@6.1202015@6.1202709@6.1206372@6.1207532@6.1211391@6.1214495@6.121712@6.1217855@6.1219189,62.5068212@62.5068791@62.5070212@62.5071949@62.5073538@62.507429@62.5074865@62.5075636@62.5078508@62.5079341@62.5082309@62.5084542@62.508649@62.5087089@62.5087997
82,2075075129,5901763377,Roslateigen,residential,61.28,nan,6.1225988@6.122488@6.1224245@6.1223178@6.1222731@6.1221783@6.1219113,62.5068281@62.5068481@62.5068627@62.5068965@62.5069198@62.5069982@62.5072527
83,2075075173,5901767510,Øvre Skarteigane,residential,133.724,nan,6.1226436@6.1224773@6.1224445@6.1224208@6.1224374@6.1224667@6.1225753@6.1226635@6.1228016@6.1229149@6.1230415@6.1231525@6.1232741@6.1233955@6.1236771@6.1239753@6.1240671@6.1241358,62.5077503@62.5078629@62.5079069@62.5079921@62.5080285@62.5080484@62.5081033@62.5081351@62.5081774@62.5082028@62.5082181@62.5082252@62.5082249@62.5082182@62.5081711@62.5081161@62.508084@62.5080485
84,2075075352,5901772102,Kolåsbakken,residential,52.248,nan,6.1287463@6.1294652@6.1297603,62.5173122@62.5172829@62.5172697
85,2242676225,5901770819,Nordstrandfjørå,residential,11.788,nan,,
86,2299014267,7351624208,Dirikvegen,residential,159.737,nan,6.3018879@6.3014987@6.3011835@6.3005997@6.3005029@6.3004098@6.3002378@6.3001876@6.3000787@6.2995749@6.2992286@6.2989517,62.4941086@62.494058@62.4940264@62.4939591@62.4939422@62.4939191@62.4938668@62.4938551@62.4938297@62.4937557@62.4937049@62.4936559
87,2299014268,7351624948,Storfarvegen,residential,129.387,nan,6.2963579@6.2964605@6.2965745@6.2970027@6.2970393@6.2970396,62.4942129@62.4940426@62.4938672@62.4932272@62.4931356@62.4930949
88,2390101122,7379971407,Osholmen,unclassified,209.055,50,6.11817@6.1176454@6.117515@6.116613@6.116442@6.1162491@6.115993@6.115799@6.115617@6.115385@6.115203@6.114701@6.114344@6.11416,62.465172@62.4651296@62.465119@62.46506@62.465051@62.4650333@62.465018@62.464998@62.464974@62.464936@62.464919@62.464906@62.464902@62.464906
89,2390101204,7379970833,Meskarvegen,residential,68.002,30,6.107455@6.1076595@6.107772@6.107952@6.108149@6.108255@6.108464@6.108706,62.466594@62.4665798@62.466572@62.466551@62.466506@62.466485@62.466452@62.466407
90,2390374987,7379970757,Bergvegen,residential,18.177,50,,
91,2390374987,7379970758,nan,residential,16.97,nan,,
92,2390374987,7379970105,Bergvegen,residential,24.895,50,6.168975@6.168752@6.168504,62.4725669@62.472594@62.472619
93,2390375015,7379970606,Lihauggata,unclassified,51.12,50,6.1592852@6.1591199@6.1588495@6.1584782@6.158305,62.4734551@62.4734289@62.4734327@62.473438@62.473419
