i,j,t,r
4,25,18,127.3255
4,25,19,130.3255
4,26,0,80.7624
4,26,1,75.7624
4,26,2,31.7624
4,26,3,105.7624
4,26,4,35.7624
4,26,5,36.7624
4,26,6,106.7624
4,26,7,88.7624
4,26,8,109.7624
4,26,9,45.7624
4,26,10,35.7624
4,26,11,80.7624
4,26,12,80.7624
4,26,13,48.7624
4,26,14,29.7624
4,26,15,87.7624
4,26,16,28.7624
4,26,17,26.7624
4,26,18,77.7624
4,26,19,91.7624
5,1,0,101.1653
5,1,1,69.16528
5,1,2,76.16528
5,1,3,74.16528
5,1,4,61.16528
5,1,5,134.1653
5,1,6,83.16528
5,1,7,90.16528
5,1,8,118.1653
5,1,9,138.1653
5,1,10,112.1653
5,1,11,134.1653
5,1,12,124.1653
5,1,13,140.1653
5,1,14,114.1653
5,1,15,67.16528
5,1,16,118.1653
5,1,17,73.16528
5,1,18,71.16528
5,1,19,82.16528
5,6,0,187.8925
5,6,1,176.8925
5,6,2,179.8925
5,6,3,210.8925
5,6,4,177.8925
5,6,5,125.8925
5,6,6,218.8925
5,6,7,182.8925
5,6,8,129.8925
5,6,9,159.8925
5,6,10,214.8925
5,6,11,219.8925
5,6,12,156.8925
5,6,13,202.8925
5,6,14,215.8925
5,6,15,200.8925
5,6,16,147.8925
5,6,17,218.8925
5,6,18,198.8925
5,6,19,178.8925
5,14,0,99.9996
5,14,1,26.9996
5,14,2,56.9996
5,14,3,54.9996
5,14,4,45.9996
5,14,5,71.9996
5,14,6,38.9996
5,14,7,101.9996
5,14,8,53.9996
5,14,9,32.9996
5,14,10,42.9996
5,14,11,74.9996
5,14,12,47.9996
5,14,13,109.9996
5,14,14,60.9996
5,14,15,27.9996
5,14,16,45.9996
5,14,17,52.9996
5,14,18,65.9996
5,14,19,107.9996
6,5,0,207.8925
6,5,1,140.8925
6,5,2,164.8925
6,5,3,187.8925
6,5,4,160.8925
6,5,5,147.8925
6,5,6,202.8925
6,5,7,182.8925
6,5,8,131.8925
6,5,9,211.8925
6,5,10,220.8925
6,5,11,183.8925
6,5,12,215.8925
6,5,13,177.8925
6,5,14,172.8925
6,5,15,158.8925
6,5,16,168.8925
6,5,17,132.8925
6,5,18,127.8925
6,5,19,130.8925
6,8,0,154.2838
6,8,1,140.2838
6,8,2,87.28384
6,8,3,109.2838
6,8,4,110.2838
6,8,5,85.28384
6,8,6,159.2838
6,8,7,133.2838
6,8,8,130.2838
6,8,9,137.2838
6,8,10,77.28384
6,8,11,88.28384
6,8,12,159.2838
6,8,13,162.2838
6,8,14,152.2838
6,8,15,144.2838
6,8,16,101.2838
6,8,17,71.28384
6,8,18,135.2838
6,8,19,164.2838
6,18,0,110.164
6,18,1,92.16399
6,18,2,98.16399
6,18,3,99.16399
6,18,4,161.164
6,18,5,124.164
6,18,6,134.164
6,18,7,72.16399
6,18,8,144.164
6,18,9,145.164
6,18,10,97.16399
6,18,11,79.16399
6,18,12,81.16399
6,18,13,135.164
6,18,14,144.164
6,18,15,80.16399
6,18,16,89.16399
6,18,17,143.164
6,18,18,164.164
6,18,19,104.164
7,28,0,42.3804
7,28,1,121.3804
7,28,2,99.3804
7,28,3,93.3804
7,28,4,40.3804
7,28,5,57.3804
7,28,6,48.3804
7,28,7,125.3804
7,28,8,37.3804
7,28,9,112.3804
7,28,10,39.3804
7,28,11,30.3804
7,28,12,55.3804
7,28,13,32.3804
7,28,14,59.3804
7,28,15,127.3804
7,28,16,82.3804
7,28,17,122.3804
7,28,18,124.3804
7,28,19,74.3804
7,29,0,76.07352
7,29,1,107.0735
7,29,2,63.07352
7,29,3,66.07352
7,29,4,92.07352
7,29,5,42.07352
7,29,6,29.07352
7,29,7,101.0735
7,29,8,110.0735
7,29,9,125.0735
7,29,10,105.0735
7,29,11,99.07352
7,29,12,42.07352
7,29,13,113.0735
7,29,14,115.0735
7,29,15,116.0735
7,29,16,38.07352
7,29,17,107.0735
7,29,18,60.07352
7,29,19,85.07352
7,31,0,101.2409
7,31,1,22.24088
7,31,2,70.24088
7,31,3,27.24088
7,31,4,21.24088
7,31,5,23.24088
7,31,6,50.24088
7,31,7,44.24088
7,31,8,57.24088
7,31,9,13.24088
7,31,10,47.24088
7,31,11,34.24088
7,31,12,103.2409
7,31,13,17.24088
7,31,14,13.24088
7,31,15,94.24088
7,31,16,93.24088
7,31,17,29.24088
7,31,18,43.24088
7,31,19,93.24088
8,6,0,110.2838
8,6,1,103.2838
8,6,2,83.28384
8,6,3,163.2838
8,6,4,136.2838
8,6,5,124.2838
8,6,6,127.2838
8,6,7,126.2838
8,6,8,150.2838
8,6,9,89.28384
8,6,10,128.2838
8,6,11,91.28384
8,6,12,145.2838
8,6,13,141.2838
8,6,14,82.28384
8,6,15,109.2838
8,6,16,138.2838
8,6,17,157.2838
8,6,18,77.28384
8,6,19,111.2838
8,9,0,169.2662
8,9,1,173.2662
8,9,2,157.2662
8,9,3,152.2662
8,9,4,166.2662
8,9,5,125.2662
8,9,6,131.2662
8,9,7,98.26616
8,9,8,136.2662
8,9,9,149.2662
8,9,10,130.2662
8,9,11,162.2662
8,9,12,126.2662
8,9,13,142.2662
8,9,14,94.26616
8,9,15,170.2662
8,9,16,181.2662
8,9,17,130.2662
8,9,18,167.2662
8,9,19,184.2662
9,8,0,101.2662
9,8,1,149.2662
9,8,2,113.2662
9,8,3,148.2662
9,8,4,141.2662
9,8,5,98.26616
9,8,6,181.2662
9,8,7,161.2662
9,8,8,141.2662
9,8,9,126.2662
9,8,10,185.2662
9,8,11,124.2662
9,8,12,126.2662
9,8,13,177.2662
9,8,14,174.2662
9,8,15,163.2662
9,8,16,167.2662
9,8,17,184.2662
9,8,18,159.2662
9,8,19,116.2662
9,23,0,127.8429
9,23,1,59.84288
9,23,2,99.84288
9,23,3,61.84288
9,23,4,140.8429
9,23,5,107.8429
9,23,6,63.84288
9,23,7,138.8429
9,23,8,89.84288
9,23,9,147.8429
9,23,10,57.84288
9,23,11,56.84288
9,23,12,84.84288
9,23,13,148.8429
9,23,14,132.8429
9,23,15,73.84288
9,23,16,93.84288
9,23,17,124.8429
9,23,18,116.8429
9,23,19,80.84288
10,32,0,60.57496
10,32,1,92.57496
10,32,2,37.57496
10,32,3,64.57496
10,32,4,43.57496
10,32,5,76.57496
10,32,6,22.57496
10,32,7,110.575
10,32,8,79.57496
10,32,9,79.57496
10,32,10,101.575
10,32,11,25.57496
10,32,12,108.575
10,32,13,42.57496
10,32,14,22.57496
10,32,15,46.57496
10,32,16,52.57496
10,32,17,74.57496
10,32,18,34.57496
10,32,19,60.57496
11,15,0,20.6208
11,15,1,32.6208
11,15,2,30.6208
11,15,3,61.6208
11,15,4,35.6208
11,15,5,58.6208
11,15,6,104.6208
11,15,7,116.6208
11,15,8,45.6208
11,15,9,75.6208
11,15,10,76.6208
11,15,11,31.6208
11,15,12,119.6208
11,15,13,106.6208
11,15,14,43.6208
11,15,15,55.6208
11,15,16,84.6208
11,15,17,66.6208
11,15,18,77.6208
11,15,19,75.6208
12,15,0,81.75976
12,15,1,129.7598
12,15,2,77.75976
12,15,3,131.7598
12,15,4,47.75976
12,15,5,137.7598
12,15,6,100.7598
12,15,7,88.75976
12,15,8,60.75976
12,15,9,88.75976
12,15,10,64.75976
12,15,11,84.75976
12,15,12,91.75976
12,15,13,103.7598
12,15,14,96.75976
12,15,15,95.75976
12,15,16,86.75976
12,15,17,58.75976
12,15,18,48.75976
12,15,19,134.7598
13,14,0,78.10736
13,14,1,49.10736
13,14,2,24.10736
13,14,3,25.10736
13,14,4,91.10736
13,14,5,66.10736
13,14,6,11.10736
13,14,7,96.10736
13,14,8,107.1074
13,14,9,47.10736
13,14,10,81.10736
13,14,11,82.10736
13,14,12,39.10736
13,14,13,21.10736
13,14,14,107.1074
13,14,15,64.10736
13,14,16,69.10736
13,14,17,25.10736
13,14,18,103.1074
13,14,19,12.10736
13,16,0,105.2071
13,16,1,88.20712
13,16,2,107.2071
13,16,3,164.2071
13,16,4,79.20712
13,16,5,81.20712
13,16,6,109.2071
13,16,7,157.2071
13,16,8,150.2071
13,16,9,142.2071
13,16,10,76.20712
13,16,11,152.2071
13,16,12,126.2071
13,16,13,141.2071
13,16,14,119.2071
13,16,15,166.2071
13,16,16,163.2071
13,16,17,118.2071
13,16,18,114.2071
13,16,19,102.2071
13,25,0,118.7668
13,25,1,128.7668
13,25,2,93.7668
13,25,3,100.7668
13,25,4,45.7668
13,25,5,135.7668
13,25,6,55.7668
13,25,7,137.7668
13,25,8,69.7668
13,25,9,62.7668
13,25,10,63.7668
13,25,11,50.7668
13,25,12,82.7668
13,25,13,87.7668
13,25,14,119.7668
13,25,15,110.7668
13,25,16,109.7668
13,25,17,46.7668
13,25,18,84.7668
13,25,19,87.7668
14,5,0,59.9996
14,5,1,17.9996
14,5,2,80.9996
14,5,3,29.9996
14,5,4,16.9996
14,5,5,79.9996
14,5,6,102.9996
14,5,7,107.9996
14,5,8,110.9996
14,5,9,44.9996
14,5,10,51.9996
14,5,11,28.9996
14,5,12,50.9996
14,5,13,58.9996
14,5,14,93.9996
14,5,15,20.9996
14,5,16,22.9996
14,5,17,77.9996
14,5,18,56.9996
14,5,19,107.9996
14,13,0,41.10736
14,13,1,56.10736
14,13,2,71.10736
14,13,3,48.10736
14,13,4,47.10736
14,13,5,91.10736
14,13,6,39.10736
14,13,7,45.10736
14,13,8,37.10736
14,13,9,55.10736
14,13,10,69.10736
14,13,11,18.10736
14,13,12,14.10736
14,13,13,16.10736
14,13,14,21.10736
14,13,15,30.10736
14,13,16,79.10736
14,13,17,36.10736
14,13,18,42.10736
14,13,19,76.10736
15,11,0,89.6208
15,11,1,102.6208
15,11,2,102.6208
15,11,3,101.6208
15,11,4,99.6208
15,11,5,88.6208
15,11,6,113.6208
15,11,7,50.6208
15,11,8,71.6208
15,11,9,40.6208
15,11,10,119.6208
15,11,11,105.6208
15,11,12,95.6208
15,11,13,116.6208
15,11,14,118.6208
15,11,15,78.6208
15,11,16,70.6208
15,11,17,32.6208
15,11,18,24.6208
15,11,19,110.6208
15,12,0,47.75976
15,12,1,128.7598
15,12,2,56.75976
15,12,3,43.75976
15,12,4,56.75976
15,12,5,65.75976
15,12,6,79.75976
15,12,7,96.75976
15,12,8,54.75976
15,12,9,120.7598
15,12,10,113.7598
15,12,11,102.7598
15,12,12,63.75976
15,12,13,136.7598
15,12,14,54.75976
15,12,15,55.75976
15,12,16,54.75976
15,12,17,81.75976
15,12,18,110.7598
15,12,19,65.75976
15,16,0,33.08592
15,16,1,107.0859
15,16,2,67.08592
15,16,3,71.08592
15,16,4,56.08592
15,16,5,49.08592
15,16,6,45.08592
15,16,7,40.08592
15,16,8,67.08592
15,16,9,52.08592
15,16,10,97.08592
15,16,11,40.08592
15,16,12,65.08592
15,16,13,66.08592
15,16,14,21.08592
15,16,15,80.08592
15,16,16,80.08592
15,16,17,30.08592
15,16,18,51.08592
15,16,19,87.08592
16,2,0,143.8666
16,2,1,78.86656
16,2,2,125.8666
16,2,3,141.8666
16,2,4,133.8666
16,2,5,72.86656
16,2,6,127.8666
16,2,7,140.8666
16,2,8,85.86656
16,2,9,57.86656
16,2,10,97.86656
16,2,11,94.86656
16,2,12,148.8666
16,2,13,126.8666
16,2,14,135.8666
16,2,15,111.8666
16,2,16,81.86656
16,2,17,101.8666
16,2,18,149.8666
16,2,19,138.8666
16,13,0,78.20712
16,13,1,122.2071
16,13,2,113.2071
16,13,3,74.20712
16,13,4,144.2071
16,13,5,112.2071
16,13,6,132.2071
16,13,7,111.2071
16,13,8,72.20712
16,13,9,167.2071
16,13,10,130.2071
16,13,11,109.2071
16,13,12,70.20712
16,13,13,163.2071
16,13,14,110.2071
16,13,15,99.20712
16,13,16,160.2071
16,13,17,160.2071
16,13,18,82.20712
16,13,19,136.2071
16,15,0,83.08592
16,15,1,26.08592
16,15,2,19.08592
16,15,3,42.08592
16,15,4,104.0859
16,15,5,95.08592
16,15,6,73.08592
16,15,7,42.08592
16,15,8,36.08592
16,15,9,47.08592
16,15,10,93.08592
16,15,11,82.08592
16,15,12,24.08592
16,15,13,57.08592
16,15,14,103.0859
16,15,15,38.08592
16,15,16,103.0859
16,15,17,77.08592
16,15,18,108.0859
16,15,19,97.08592
17,0,0,111.0943
17,0,1,139.0943
17,0,2,152.0943
17,0,3,81.09431
17,0,4,103.0943
17,0,5,131.0943
17,0,6,143.0943
17,0,7,65.09431
17,0,8,62.09431
17,0,9,57.09431
17,0,10,84.09431
17,0,11,78.09431
17,0,12,118.0943
17,0,13,64.09431
17,0,14,69.09431
17,0,15,152.0943
17,0,16,122.0943
17,0,17,99.09431
17,0,18,118.0943
17,0,19,140.0943
17,34,0,63.20744
17,34,1,9.20744
17,34,2,69.20744
17,34,3,74.20744
17,34,4,58.20744
17,34,5,71.20744
17,34,6,91.20744
17,34,7,62.20744
17,34,8,76.20744
17,34,9,20.20744
17,34,10,80.20744
17,34,11,23.20744
17,34,12,90.20744
17,34,13,89.20744
17,34,14,73.20744
17,34,15,10.20744
17,34,16,81.20744
17,34,17,3.20744
17,34,18,85.20744
17,34,19,25.20744
18,1,0,67.71304
18,1,1,65.71304
18,1,2,115.713
18,1,3,49.71304
18,1,4,64.71304
18,1,5,39.71304
18,1,6,100.713
18,1,7,36.71304
18,1,8,91.71304
18,1,9,33.71304
18,1,10,62.71304
18,1,11,63.71304
18,1,12,105.713
18,1,13,103.713
18,1,14,123.713
18,1,15,62.71304
18,1,16,126.713
18,1,17,34.71304
18,1,18,35.71304
18,1,19,53.71304
18,6,0,153.164
18,6,1,135.164
18,6,2,126.164
18,6,3,84.16399
18,6,4,71.16399
18,6,5,160.164
18,6,6,141.164
18,6,7,117.164
18,6,8,136.164
18,6,9,157.164
18,6,10,163.164
18,6,11,124.164
18,6,12,157.164
18,6,13,83.16399
18,6,14,168.164
18,6,15,75.16399
18,6,16,89.16399
18,6,17,124.164
18,6,18,106.164
18,6,19,145.164
19,22,0,138.8348
19,22,1,106.8348
19,22,2,112.8348
19,22,3,76.83479
19,22,4,147.8348
19,22,5,107.8348
19,22,6,70.83479
19,22,7,101.8348
19,22,8,113.8348
19,22,9,143.8348
19,22,10,72.83479
19,22,11,91.83479
19,22,12,126.8348
19,22,13,78.83479
19,22,14,56.8348
19,22,15,92.83479
19,22,16,72.83479
19,22,17,57.8348
19,22,18,56.8348
19,22,19,111.8348
20,21,0,94.41048
20,21,1,106.4105
20,21,2,47.41048
20,21,3,90.41048
20,21,4,45.41048
20,21,5,52.41048
20,21,6,87.41048
20,21,7,119.4105
20,21,8,67.41048
20,21,9,78.41048
20,21,10,67.41048
20,21,11,53.41048
20,21,12,89.41048
20,21,13,116.4105
20,21,14,75.41048
20,21,15,63.41048
20,21,16,124.4105
20,21,17,75.41048
20,21,18,129.4105
20,21,19,51.41048
20,24,0,82.81664
20,24,1,60.81664
20,24,2,132.8166
20,24,3,102.8166
20,24,4,57.81664
20,24,5,60.81664
20,24,6,94.81664
20,24,7,99.81664
20,24,8,59.81664
20,24,9,77.81664
20,24,10,107.8166
20,24,11,92.81664
20,24,12,83.81664
20,24,13,86.81664
20,24,14,74.81664
20,24,15,52.81664
20,24,16,127.8166
20,24,17,78.81664
20,24,18,121.8166
20,24,19,41.81664
20,31,0,85.4848
20,31,1,89.4848
20,31,2,49.4848
20,31,3,64.4848
20,31,4,42.4848
20,31,5,91.4848
20,31,6,103.4848
20,31,7,44.4848
20,31,8,79.4848
20,31,9,106.4848
20,31,10,120.4848
20,31,11,65.4848
20,31,12,77.4848
20,31,13,63.4848
20,31,14,36.4848
20,31,15,118.4848
20,31,16,49.4848
20,31,17,33.4848
20,31,18,26.4848
20,31,19,42.4848
20,32,0,104.8014
20,32,1,87.80144
20,32,2,64.80144
20,32,3,74.80144
20,32,4,103.8014
20,32,5,87.80144
20,32,6,51.80144
20,32,7,109.8014
20,32,8,38.80144
20,32,9,37.80144
20,32,10,99.80144
20,32,11,71.80144
20,32,12,30.80144
20,32,13,88.80144
20,32,14,41.80144
20,32,15,31.80144
20,32,16,34.80144
20,32,17,56.80144
20,32,18,16.80144
20,32,19,80.80144
21,20,0,122.4105
21,20,1,94.41048
21,20,2,121.4105
21,20,3,130.4105
21,20,4,38.41048
21,20,5,99.41048
21,20,6,118.4105
21,20,7,78.41048
21,20,8,96.41048
21,20,9,124.4105
21,20,10,65.41048
21,20,11,128.4105
21,20,12,91.41048
21,20,13,130.4105
21,20,14,72.41048
21,20,15,78.41048
21,20,16,52.41048
21,20,17,104.4105
21,20,18,85.41048
21,20,19,49.41048
22,0,0,178.6412
22,0,1,141.6412
22,0,2,125.6412
22,0,3,177.6412
22,0,4,148.6412
22,0,5,116.6412
22,0,6,199.6412
22,0,7,198.6412
22,0,8,196.6412
22,0,9,105.6412
22,0,10,161.6412
22,0,11,159.6412
22,0,12,142.6412
22,0,13,157.6412
22,0,14,134.6412
22,0,15,143.6412
22,0,16,119.6412
22,0,17,202.6412
22,0,18,151.6412
22,0,19,199.6412
22,19,0,134.8348
22,19,1,139.8348
22,19,2,145.8348
22,19,3,93.83479
22,19,4,85.83479
22,19,5,116.8348
22,19,6,76.83479
22,19,7,73.83479
22,19,8,143.8348
22,19,9,62.8348
22,19,10,116.8348
22,19,11,70.83479
22,19,12,88.83479
22,19,13,133.8348
22,19,14,103.8348
22,19,15,108.8348
22,19,16,59.8348
22,19,17,108.8348
22,19,18,101.8348
22,19,19,64.83479
22,24,0,57.63264
22,24,1,111.6326
22,24,2,102.6326
22,24,3,79.63264
22,24,4,123.6326
22,24,5,42.63264
22,24,6,80.63264
22,24,7,141.6326
22,24,8,137.6326
22,24,9,141.6326
22,24,10,96.63264
22,24,11,84.63264
22,24,12,48.63264
22,24,13,72.63264
22,24,14,46.63264
22,24,15,95.63264
22,24,16,97.63264
22,24,17,83.63264
22,24,18,106.6326
22,24,19,112.6326
23,9,0,87.84288
23,9,1,139.8429
23,9,2,103.8429
23,9,3,66.84288
23,9,4,80.84288
23,9,5,93.84288
23,9,6,110.8429
23,9,7,86.84288
23,9,8,70.84288
23,9,9,130.8429
23,9,10,115.8429
23,9,11,101.8429
23,9,12,108.8429
23,9,13,141.8429
23,9,14,124.8429
23,9,15,100.8429
23,9,16,147.8429
23,9,17,103.8429
23,9,18,71.84288
23,9,19,63.84288
24,20,0,115.8166
24,20,1,127.8166
24,20,2,110.8166
24,20,3,120.8166
24,20,4,72.81664
24,20,5,123.8166
24,20,6,107.8166
24,20,7,66.81664
24,20,8,127.8166
24,20,9,90.81664
24,20,10,100.8166
24,20,11,112.8166
24,20,12,61.81664
24,20,13,51.81664
24,20,14,70.81664
24,20,15,133.8166
24,20,16,111.8166
24,20,17,87.81664
24,20,18,113.8166
24,20,19,78.81664
24,22,0,96.63264
24,22,1,79.63264
24,22,2,82.63264
24,22,3,90.63264
24,22,4,61.63264
24,22,5,84.63264
24,22,6,45.63264
24,22,7,130.6326
24,22,8,73.63264
24,22,9,132.6326
24,22,10,79.63264
24,22,11,91.63264
24,22,12,119.6326
24,22,13,90.63264
24,22,14,125.6326
24,22,15,67.63264
24,22,16,51.63264
24,22,17,101.6326
24,22,18,51.63264
24,22,19,83.63264
24,26,0,103.9578
24,26,1,60.95784
24,26,2,64.95784
24,26,3,79.95784
24,26,4,104.9578
24,26,5,59.95784
24,26,6,93.95784
24,26,7,61.95784
24,26,8,38.95784
24,26,9,95.95784
24,26,10,25.95784
24,26,11,82.95784
24,26,12,81.95784
24,26,13,60.95784
24,26,14,91.95784
24,26,15,82.95784
24,26,16,17.95784
24,26,17,49.95784
24,26,18,76.95784
24,26,19,14.95784
25,4,0,83.32552
25,4,1,109.3255
25,4,2,48.32552
25,4,3,51.32552
25,4,4,61.32552
25,4,5,80.32552
25,4,6,101.3255
25,4,7,99.32552
25,4,8,120.3255
25,4,9,65.32552
25,4,10,98.32552
25,4,11,70.32552
25,4,12,93.32552
25,4,13,104.3255
25,4,14,67.32552
25,4,15,68.32552
25,4,16,99.32552
25,4,17,85.32552
25,4,18,76.32552
25,4,19,72.32552
25,13,0,116.7668
25,13,1,45.7668
25,13,2,91.7668
25,13,3,144.7668
25,13,4,74.7668
25,13,5,103.7668
25,13,6,119.7668
25,13,7,61.7668
25,13,8,104.7668
25,13,9,124.7668
25,13,10,83.7668
25,13,11,77.7668
25,13,12,77.7668
25,13,13,47.7668
25,13,14,120.7668
25,13,15,86.7668
25,13,16,103.7668
25,13,17,101.7668
25,13,18,110.7668
25,13,19,91.7668
25,26,0,54.01952
25,26,1,121.0195
25,26,2,117.0195
25,26,3,132.0195
25,26,4,85.01952
25,26,5,61.01952
25,26,6,104.0195
25,26,7,71.01952
25,26,8,57.01952
25,26,9,125.0195
25,26,10,97.01952
25,26,11,52.01952
25,26,12,135.0195
25,26,13,101.0195
25,26,14,81.01952
25,26,15,114.0195
25,26,16,135.0195
25,26,17,134.0195
25,26,18,106.0195
25,26,19,79.01952
26,4,0,108.7624
26,4,1,95.7624
26,4,2,85.7624
26,4,3,82.7624
26,4,4,95.7624
26,4,5,99.7624
26,4,6,104.7624
26,4,7,65.7624
26,4,8,43.7624
26,4,9,75.7624
26,4,10,27.7624
26,4,11,73.7624
26,4,12,43.7624
26,4,13,75.7624
26,4,14,19.7624
26,4,15,32.7624
26,4,16,28.7624
26,4,17,49.7624
26,4,18,56.7624
26,4,19,50.7624
26,24,0,52.95784
26,24,1,31.95784
26,24,2,87.95784
26,24,3,23.95784
26,24,4,42.95784
26,24,5,44.95784
26,24,6,62.95784
26,24,7,71.95784
26,24,8,12.95784
26,24,9,73.95784
26,24,10,12.95784
26,24,11,37.95784
26,24,12,63.95784
26,24,13,13.95784
26,24,14,37.95784
26,24,15,22.95784
26,24,16,56.95784
26,24,17,18.95784
26,24,18,87.95784
26,24,19,38.95784
26,25,0,60.01952
26,25,1,127.0195
26,25,2,107.0195
26,25,3,38.01952
26,25,4,135.0195
26,25,5,45.01952
26,25,6,66.01952
26,25,7,112.0195
26,25,8,87.01952
26,25,9,93.01952
26,25,10,89.01952
26,25,11,79.01952
26,25,12,50.01952
26,25,13,108.0195
26,25,14,64.01952
26,25,15,72.01952
26,25,16,124.0195
26,25,17,126.0195
26,25,18,75.01952
26,25,19,54.01952
27,0,0,93.51672
27,0,1,107.5167
27,0,2,61.51672
27,0,3,82.51672
27,0,4,137.5167
27,0,5,107.5167
27,0,6,101.5167
27,0,7,98.51672
27,0,8,141.5167
27,0,9,101.5167
27,0,10,99.51672
27,0,11,136.5167
27,0,12,62.51672
27,0,13,108.5167
27,0,14,52.51672
27,0,15,80.51672
27,0,16,95.51672
27,0,17,66.51672
27,0,18,49.51672
27,0,19,91.51672
28,7,0,50.3804
28,7,1,68.3804
28,7,2,125.3804
28,7,3,90.3804
28,7,4,119.3804
28,7,5,125.3804
28,7,6,126.3804
28,7,7,123.3804
28,7,8,57.3804
28,7,9,119.3804
28,7,10,86.3804
28,7,11,44.3804
28,7,12,127.3804
28,7,13,56.3804
28,7,14,52.3804
28,7,15,55.3804
28,7,16,51.3804
28,7,17,112.3804
